agency,site_no,site,datetime,discharge_cfs,gage_ht_ft,no3_mgl
USGS,05554300,indian_cr,2017-01-01T06:00:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T06:15:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T06:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T06:45:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T07:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T07:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T07:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T07:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T08:00:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T08:15:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T08:30:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T08:45:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-01T09:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T09:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T09:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T09:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T10:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T10:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T10:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T10:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T11:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T11:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T11:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T11:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T12:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T12:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T12:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T12:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T13:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T13:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T13:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-01T13:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T14:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T14:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T14:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T14:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T15:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T15:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T15:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T15:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T16:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T16:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T16:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T16:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-01T17:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T17:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T17:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T17:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T18:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T18:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T18:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T18:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T19:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T19:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T19:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T19:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T20:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T20:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-01T20:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T20:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T21:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T21:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T21:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T21:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T22:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T22:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-01T22:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T22:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T23:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-01T23:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-01T23:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-01T23:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T00:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T00:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T00:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T00:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T01:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T01:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T01:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T01:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T02:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T02:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T02:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T02:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T03:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T03:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T03:30:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T03:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T04:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T04:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T04:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T04:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T05:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T05:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T05:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T05:45:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T06:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T06:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T06:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T06:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T07:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T07:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T07:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T07:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T08:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T08:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T08:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T08:45:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T09:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T09:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T09:30:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T09:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T10:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T10:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T10:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T10:45:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T11:00:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T11:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T11:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T11:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T12:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T12:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T12:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T12:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T13:00:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T13:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T13:30:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T13:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T14:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T14:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T14:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T14:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T15:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T15:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T15:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T15:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T16:00:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T16:15:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T16:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T16:45:00Z,27,8.53,NA
USGS,05554300,indian_cr,2017-01-02T17:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T17:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T17:30:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T17:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T18:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T18:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T18:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T18:45:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T19:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T19:15:00Z,27.7,8.54,NA
USGS,05554300,indian_cr,2017-01-02T19:30:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T19:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T20:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T20:15:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T20:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T20:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T21:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T21:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T21:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T21:45:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T22:00:00Z,28.3,8.55,NA
USGS,05554300,indian_cr,2017-01-02T22:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T22:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-02T22:45:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T23:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T23:15:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T23:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-02T23:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T00:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T00:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T00:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T00:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T01:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-03T01:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T01:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T01:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T02:00:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-03T02:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T02:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T02:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T03:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T03:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T03:30:00Z,29,8.56,NA
USGS,05554300,indian_cr,2017-01-03T03:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T04:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T04:15:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T04:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T04:45:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T05:00:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T05:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T05:30:00Z,29.6,8.57,NA
USGS,05554300,indian_cr,2017-01-03T05:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T06:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T06:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T06:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T06:45:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T07:00:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T07:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T07:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T07:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T08:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T08:15:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T08:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T08:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T09:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T09:15:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T09:30:00Z,30.3,8.58,NA
USGS,05554300,indian_cr,2017-01-03T09:45:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T10:00:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T10:15:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T10:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T10:45:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T11:00:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T11:15:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T11:30:00Z,31,8.59,NA
USGS,05554300,indian_cr,2017-01-03T11:45:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T12:00:00Z,32.4,8.61,NA
USGS,05554300,indian_cr,2017-01-03T12:15:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T12:30:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T12:45:00Z,32.4,8.61,NA
USGS,05554300,indian_cr,2017-01-03T13:00:00Z,31.7,8.6,NA
USGS,05554300,indian_cr,2017-01-03T13:15:00Z,33.1,8.62,NA
USGS,05554300,indian_cr,2017-01-03T13:30:00Z,32.4,8.61,NA
USGS,05554300,indian_cr,2017-01-03T13:45:00Z,32.4,8.61,NA
USGS,05554300,indian_cr,2017-01-03T14:00:00Z,32.4,8.61,NA
USGS,05554300,indian_cr,2017-01-03T14:15:00Z,33.1,8.62,NA
USGS,05554300,indian_cr,2017-01-03T14:30:00Z,33.8,8.63,NA
USGS,05554300,indian_cr,2017-01-03T14:45:00Z,33.8,8.63,NA
USGS,05554300,indian_cr,2017-01-03T15:00:00Z,33.8,8.63,NA
USGS,05554300,indian_cr,2017-01-03T15:15:00Z,33.1,8.62,NA
USGS,05554300,indian_cr,2017-01-03T15:30:00Z,34.6,8.64,NA
USGS,05554300,indian_cr,2017-01-03T15:45:00Z,34.6,8.64,NA
USGS,05554300,indian_cr,2017-01-03T16:00:00Z,35.3,8.65,NA
USGS,05554300,indian_cr,2017-01-03T16:15:00Z,36.1,8.66,NA
USGS,05554300,indian_cr,2017-01-03T16:30:00Z,36.1,8.66,NA
USGS,05554300,indian_cr,2017-01-03T16:45:00Z,36.8,8.67,NA
USGS,05554300,indian_cr,2017-01-03T17:00:00Z,36.1,8.66,NA
USGS,05554300,indian_cr,2017-01-03T17:15:00Z,36.8,8.67,NA
USGS,05554300,indian_cr,2017-01-03T17:30:00Z,37.6,8.68,NA
USGS,05554300,indian_cr,2017-01-03T17:45:00Z,36.8,8.67,NA
USGS,05554300,indian_cr,2017-01-03T18:00:00Z,38.4,8.69,NA
USGS,05554300,indian_cr,2017-01-03T18:15:00Z,39.2,8.7,NA
USGS,05554300,indian_cr,2017-01-03T18:30:00Z,39.2,8.7,NA
USGS,05554300,indian_cr,2017-01-03T18:45:00Z,40,8.71,NA
USGS,05554300,indian_cr,2017-01-03T19:00:00Z,40.8,8.72,NA
USGS,05554300,indian_cr,2017-01-03T19:15:00Z,40,8.71,NA
USGS,05554300,indian_cr,2017-01-03T19:30:00Z,41.6,8.73,NA
USGS,05554300,indian_cr,2017-01-03T19:45:00Z,40.8,8.72,NA
USGS,05554300,indian_cr,2017-01-03T20:00:00Z,41.6,8.73,NA
USGS,05554300,indian_cr,2017-01-03T20:15:00Z,42.4,8.74,NA
USGS,05554300,indian_cr,2017-01-03T20:30:00Z,44.1,8.76,NA
USGS,05554300,indian_cr,2017-01-03T20:45:00Z,44.1,8.76,NA
USGS,05554300,indian_cr,2017-01-03T21:00:00Z,45,8.77,NA
USGS,05554300,indian_cr,2017-01-03T21:15:00Z,45,8.77,NA
USGS,05554300,indian_cr,2017-01-03T21:30:00Z,46.8,8.79,NA
USGS,05554300,indian_cr,2017-01-03T21:45:00Z,47.6,8.8,NA
USGS,05554300,indian_cr,2017-01-03T22:00:00Z,48.5,8.81,NA
USGS,05554300,indian_cr,2017-01-03T22:15:00Z,51.3,8.84,NA
USGS,05554300,indian_cr,2017-01-03T22:30:00Z,53.2,8.86,NA
USGS,05554300,indian_cr,2017-01-03T22:45:00Z,55.2,8.88,NA
USGS,05554300,indian_cr,2017-01-03T23:00:00Z,57.1,8.9,NA
USGS,05554300,indian_cr,2017-01-03T23:15:00Z,59.2,8.92,NA
USGS,05554300,indian_cr,2017-01-03T23:30:00Z,61.2,8.94,NA
USGS,05554300,indian_cr,2017-01-03T23:45:00Z,63.4,8.96,NA
USGS,05554300,indian_cr,2017-01-04T00:00:00Z,64.4,8.97,NA
USGS,05554300,indian_cr,2017-01-04T00:15:00Z,67.7,9,NA
USGS,05554300,indian_cr,2017-01-04T00:30:00Z,70,9.02,NA
USGS,05554300,indian_cr,2017-01-04T00:45:00Z,73.4,9.05,NA
USGS,05554300,indian_cr,2017-01-04T01:00:00Z,75.8,9.07,NA
USGS,05554300,indian_cr,2017-01-04T01:15:00Z,79.4,9.11,NA
USGS,05554300,indian_cr,2017-01-04T01:30:00Z,80.6,9.12,NA
USGS,05554300,indian_cr,2017-01-04T01:45:00Z,81.9,9.13,NA
USGS,05554300,indian_cr,2017-01-04T02:00:00Z,87,9.17,NA
USGS,05554300,indian_cr,2017-01-04T02:15:00Z,85.7,9.16,NA
USGS,05554300,indian_cr,2017-01-04T02:30:00Z,89.6,9.19,NA
USGS,05554300,indian_cr,2017-01-04T02:45:00Z,89.6,9.19,NA
USGS,05554300,indian_cr,2017-01-04T03:00:00Z,90.9,9.2,NA
USGS,05554300,indian_cr,2017-01-04T03:15:00Z,92.2,9.21,NA
USGS,05554300,indian_cr,2017-01-04T03:30:00Z,95,9.23,NA
USGS,05554300,indian_cr,2017-01-04T03:45:00Z,96.3,9.24,NA
USGS,05554300,indian_cr,2017-01-04T04:00:00Z,97.7,9.26,NA
USGS,05554300,indian_cr,2017-01-04T04:15:00Z,97.7,9.26,NA
USGS,05554300,indian_cr,2017-01-04T04:30:00Z,97.7,9.26,NA
USGS,05554300,indian_cr,2017-01-04T04:45:00Z,99.1,9.27,NA
USGS,05554300,indian_cr,2017-01-04T05:00:00Z,103,9.3,NA
USGS,05554300,indian_cr,2017-01-04T05:15:00Z,105,9.31,NA
USGS,05554300,indian_cr,2017-01-04T05:30:00Z,108,9.33,NA
USGS,05554300,indian_cr,2017-01-04T05:45:00Z,108,9.33,NA
USGS,05554300,indian_cr,2017-01-04T06:00:00Z,109,9.34,NA
USGS,05554300,indian_cr,2017-01-04T06:15:00Z,111,9.35,NA
USGS,05554300,indian_cr,2017-01-04T06:30:00Z,112,9.36,NA
USGS,05554300,indian_cr,2017-01-04T06:45:00Z,112,9.36,NA
USGS,05554300,indian_cr,2017-01-04T07:00:00Z,115,9.38,NA
USGS,05554300,indian_cr,2017-01-04T07:15:00Z,115,9.38,NA
USGS,05554300,indian_cr,2017-01-04T07:30:00Z,118,9.4,NA
USGS,05554300,indian_cr,2017-01-04T07:45:00Z,115,9.38,NA
USGS,05554300,indian_cr,2017-01-04T08:00:00Z,120,9.42,NA
USGS,05554300,indian_cr,2017-01-04T08:15:00Z,122,9.43,NA
USGS,05554300,indian_cr,2017-01-04T08:30:00Z,122,9.43,NA
USGS,05554300,indian_cr,2017-01-04T08:45:00Z,125,9.45,NA
USGS,05554300,indian_cr,2017-01-04T09:00:00Z,123,9.44,NA
USGS,05554300,indian_cr,2017-01-04T09:15:00Z,126,9.46,NA
USGS,05554300,indian_cr,2017-01-04T09:30:00Z,128,9.47,NA
USGS,05554300,indian_cr,2017-01-04T09:45:00Z,129,9.48,NA
USGS,05554300,indian_cr,2017-01-04T10:00:00Z,129,9.48,NA
USGS,05554300,indian_cr,2017-01-04T10:15:00Z,132,9.5,NA
USGS,05554300,indian_cr,2017-01-04T10:30:00Z,132,9.5,NA
USGS,05554300,indian_cr,2017-01-04T10:45:00Z,131,9.49,NA
USGS,05554300,indian_cr,2017-01-04T11:00:00Z,135,9.52,NA
USGS,05554300,indian_cr,2017-01-04T11:15:00Z,137,9.54,NA
USGS,05554300,indian_cr,2017-01-04T11:30:00Z,137,9.54,NA
USGS,05554300,indian_cr,2017-01-04T11:45:00Z,137,9.54,NA
USGS,05554300,indian_cr,2017-01-04T12:00:00Z,137,9.54,NA
USGS,05554300,indian_cr,2017-01-04T12:15:00Z,139,9.55,NA
USGS,05554300,indian_cr,2017-01-04T12:30:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T12:45:00Z,140,9.56,NA
USGS,05554300,indian_cr,2017-01-04T13:00:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T13:15:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T13:30:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T13:45:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T14:00:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T14:15:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T14:30:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T14:45:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T15:00:00Z,143,9.59,NA
USGS,05554300,indian_cr,2017-01-04T15:15:00Z,143,9.59,NA
USGS,05554300,indian_cr,2017-01-04T15:30:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T15:45:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T16:00:00Z,143,9.59,NA
USGS,05554300,indian_cr,2017-01-04T16:15:00Z,143,9.59,NA
USGS,05554300,indian_cr,2017-01-04T16:30:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T16:45:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T17:00:00Z,140,9.56,NA
USGS,05554300,indian_cr,2017-01-04T17:15:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T17:30:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T17:45:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T18:00:00Z,140,9.56,NA
USGS,05554300,indian_cr,2017-01-04T18:15:00Z,143,9.58,NA
USGS,05554300,indian_cr,2017-01-04T18:30:00Z,140,9.56,NA
USGS,05554300,indian_cr,2017-01-04T18:45:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T19:00:00Z,141,9.57,NA
USGS,05554300,indian_cr,2017-01-04T19:15:00Z,139,9.55,NA
USGS,05554300,indian_cr,2017-01-04T19:30:00Z,139,9.55,NA
USGS,05554300,indian_cr,2017-01-04T19:45:00Z,135,9.52,NA
USGS,05554300,indian_cr,2017-01-04T20:00:00Z,137,9.54,NA
USGS,05554300,indian_cr,2017-01-04T20:15:00Z,139,9.55,NA
USGS,05554300,indian_cr,2017-01-04T20:30:00Z,135,9.52,NA
USGS,05554300,indian_cr,2017-01-04T20:45:00Z,136,9.53,NA
USGS,05554300,indian_cr,2017-01-04T21:00:00Z,136,9.53,NA
USGS,05554300,indian_cr,2017-01-04T21:15:00Z,132,9.5,NA
USGS,05554300,indian_cr,2017-01-04T21:30:00Z,132,9.5,NA
USGS,05554300,indian_cr,2017-01-04T21:45:00Z,131,9.49,NA
USGS,05554300,indian_cr,2017-01-04T22:00:00Z,133,9.51,NA
USGS,05554300,indian_cr,2017-01-04T22:15:00Z,131,9.49,NA
USGS,05554300,indian_cr,2017-01-04T22:30:00Z,132,9.5,NA
USGS,05554300,indian_cr,2017-01-04T22:45:00Z,129,9.48,NA
