site,datetime,timezone,discharge_cfs,level_m
05567500,2017-01-01T00:00:00Z,CST,365,2.15
05567500,2017-01-01T00:15:00Z,CST,362,2.14
05567500,2017-01-01T00:30:00Z,CST,365,2.15
05567500,2017-01-01T00:45:00Z,CST,362,2.14
05567500,2017-01-01T01:00:00Z,CST,365,2.15
05567500,2017-01-01T01:15:00Z,CST,362,2.14
05567500,2017-01-01T01:30:00Z,CST,362,2.14
05567500,2017-01-01T01:45:00Z,CST,362,2.14
05567500,2017-01-01T02:00:00Z,CST,362,2.14
05567500,2017-01-01T02:15:00Z,CST,362,2.14
05567500,2017-01-01T02:30:00Z,CST,362,2.14
05567500,2017-01-01T02:45:00Z,CST,362,2.14
05567500,2017-01-01T03:00:00Z,CST,362,2.14
05567500,2017-01-01T03:15:00Z,CST,362,2.14
05567500,2017-01-01T03:30:00Z,CST,359,2.13
05567500,2017-01-01T03:45:00Z,CST,362,2.14
05567500,2017-01-01T04:00:00Z,CST,359,2.13
05567500,2017-01-01T04:15:00Z,CST,359,2.13
05567500,2017-01-01T04:30:00Z,CST,359,2.13
05567500,2017-01-01T04:45:00Z,CST,359,2.13
05567500,2017-01-01T05:00:00Z,CST,359,2.13
05567500,2017-01-01T05:15:00Z,CST,359,2.13
05567500,2017-01-01T05:30:00Z,CST,359,2.13
05567500,2017-01-01T05:45:00Z,CST,359,2.13
05567500,2017-01-01T06:00:00Z,CST,359,2.13
05567500,2017-01-01T06:15:00Z,CST,359,2.13
05567500,2017-01-01T06:30:00Z,CST,356,2.12
05567500,2017-01-01T06:45:00Z,CST,356,2.12
05567500,2017-01-01T07:00:00Z,CST,356,2.12
05567500,2017-01-01T07:15:00Z,CST,356,2.12
05567500,2017-01-01T07:30:00Z,CST,356,2.12
05567500,2017-01-01T07:45:00Z,CST,356,2.12
05567500,2017-01-01T08:00:00Z,CST,356,2.12
05567500,2017-01-01T08:15:00Z,CST,356,2.12
05567500,2017-01-01T08:30:00Z,CST,356,2.12
05567500,2017-01-01T08:45:00Z,CST,356,2.12
05567500,2017-01-01T09:00:00Z,CST,353,2.11
05567500,2017-01-01T09:15:00Z,CST,353,2.11
05567500,2017-01-01T09:30:00Z,CST,353,2.11
05567500,2017-01-01T09:45:00Z,CST,350,2.1
05567500,2017-01-01T10:00:00Z,CST,338,2.06
05567500,2017-01-01T10:15:00Z,CST,350,2.1
05567500,2017-01-01T10:30:00Z,CST,338,2.06
05567500,2017-01-01T10:45:00Z,CST,344,2.08
05567500,2017-01-01T11:00:00Z,CST,341,2.07
05567500,2017-01-01T11:15:00Z,CST,335,2.05
05567500,2017-01-01T11:30:00Z,CST,347,2.09
05567500,2017-01-01T11:45:00Z,CST,344,2.08
05567500,2017-01-01T12:00:00Z,CST,347,2.09
05567500,2017-01-01T12:15:00Z,CST,341,2.07
05567500,2017-01-01T12:30:00Z,CST,341,2.07
05567500,2017-01-01T12:45:00Z,CST,344,2.08
05567500,2017-01-01T13:00:00Z,CST,344,2.08
05567500,2017-01-01T13:15:00Z,CST,344,2.08
05567500,2017-01-01T13:30:00Z,CST,344,2.08
05567500,2017-01-01T13:45:00Z,CST,344,2.08
05567500,2017-01-01T14:00:00Z,CST,344,2.08
05567500,2017-01-01T14:15:00Z,CST,344,2.08
05567500,2017-01-01T14:30:00Z,CST,344,2.08
05567500,2017-01-01T14:45:00Z,CST,344,2.08
05567500,2017-01-01T15:00:00Z,CST,344,2.08
05567500,2017-01-01T15:15:00Z,CST,341,2.07
05567500,2017-01-01T15:30:00Z,CST,341,2.07
05567500,2017-01-01T15:45:00Z,CST,341,2.07
05567500,2017-01-01T16:00:00Z,CST,341,2.07
05567500,2017-01-01T16:15:00Z,CST,341,2.07
05567500,2017-01-01T16:30:00Z,CST,344,2.08
05567500,2017-01-01T16:45:00Z,CST,341,2.07
05567500,2017-01-01T17:00:00Z,CST,341,2.07
05567500,2017-01-01T17:15:00Z,CST,341,2.07
05567500,2017-01-01T17:30:00Z,CST,341,2.07
05567500,2017-01-01T17:45:00Z,CST,341,2.07
05567500,2017-01-01T18:00:00Z,CST,341,2.07
05567500,2017-01-01T18:15:00Z,CST,341,2.07
05567500,2017-01-01T18:30:00Z,CST,341,2.07
05567500,2017-01-01T18:45:00Z,CST,341,2.07
05567500,2017-01-01T19:00:00Z,CST,341,2.07
05567500,2017-01-01T19:15:00Z,CST,338,2.06
05567500,2017-01-01T19:30:00Z,CST,341,2.07
05567500,2017-01-01T19:45:00Z,CST,341,2.07
05567500,2017-01-01T20:00:00Z,CST,341,2.07
05567500,2017-01-01T20:15:00Z,CST,338,2.06
05567500,2017-01-01T20:30:00Z,CST,338,2.06
05567500,2017-01-01T20:45:00Z,CST,338,2.06
05567500,2017-01-01T21:00:00Z,CST,338,2.06
05567500,2017-01-01T21:15:00Z,CST,338,2.06
05567500,2017-01-01T21:30:00Z,CST,338,2.06
05567500,2017-01-01T21:45:00Z,CST,338,2.06
05567500,2017-01-01T22:00:00Z,CST,338,2.06
05567500,2017-01-01T22:15:00Z,CST,338,2.06
05567500,2017-01-01T22:30:00Z,CST,335,2.05
05567500,2017-01-01T22:45:00Z,CST,335,2.05
05567500,2017-01-01T23:00:00Z,CST,335,2.05
05567500,2017-01-01T23:15:00Z,CST,335,2.05
05567500,2017-01-01T23:30:00Z,CST,335,2.05
05567500,2017-01-01T23:45:00Z,CST,335,2.05
05567500,2017-01-02T00:00:00Z,CST,335,2.05
05567500,2017-01-02T00:15:00Z,CST,335,2.05
05567500,2017-01-02T00:30:00Z,CST,335,2.05
05567500,2017-01-02T00:45:00Z,CST,335,2.05
05567500,2017-01-02T01:00:00Z,CST,332,2.04
05567500,2017-01-02T01:15:00Z,CST,332,2.04
05567500,2017-01-02T01:30:00Z,CST,332,2.04
05567500,2017-01-02T01:45:00Z,CST,332,2.04
05567500,2017-01-02T02:00:00Z,CST,332,2.04
05567500,2017-01-02T02:15:00Z,CST,332,2.04
05567500,2017-01-02T02:30:00Z,CST,332,2.04
05567500,2017-01-02T02:45:00Z,CST,329,2.03
05567500,2017-01-02T03:00:00Z,CST,332,2.04
05567500,2017-01-02T03:15:00Z,CST,329,2.03
05567500,2017-01-02T03:30:00Z,CST,329,2.03
05567500,2017-01-02T03:45:00Z,CST,329,2.03
05567500,2017-01-02T04:00:00Z,CST,329,2.03
05567500,2017-01-02T04:15:00Z,CST,326,2.02
05567500,2017-01-02T04:30:00Z,CST,329,2.03
05567500,2017-01-02T04:45:00Z,CST,326,2.02
05567500,2017-01-02T05:00:00Z,CST,326,2.02
05567500,2017-01-02T05:15:00Z,CST,326,2.02
05567500,2017-01-02T05:30:00Z,CST,326,2.02
05567500,2017-01-02T05:45:00Z,CST,326,2.02
05567500,2017-01-02T06:00:00Z,CST,326,2.02
05567500,2017-01-02T06:15:00Z,CST,326,2.02
05567500,2017-01-02T06:30:00Z,CST,323,2.01
05567500,2017-01-02T06:45:00Z,CST,323,2.01
05567500,2017-01-02T07:00:00Z,CST,326,2.02
05567500,2017-01-02T07:15:00Z,CST,326,2.02
05567500,2017-01-02T07:30:00Z,CST,326,2.02
05567500,2017-01-02T07:45:00Z,CST,323,2.01
05567500,2017-01-02T08:00:00Z,CST,323,2.01
05567500,2017-01-02T08:15:00Z,CST,323,2.01
05567500,2017-01-02T08:30:00Z,CST,323,2.01
05567500,2017-01-02T08:45:00Z,CST,323,2.01
05567500,2017-01-02T09:00:00Z,CST,323,2.01
05567500,2017-01-02T09:15:00Z,CST,320,2
05567500,2017-01-02T09:30:00Z,CST,323,2.01
05567500,2017-01-02T09:45:00Z,CST,320,2
05567500,2017-01-02T10:00:00Z,CST,320,2
05567500,2017-01-02T10:15:00Z,CST,323,2.01
05567500,2017-01-02T10:30:00Z,CST,320,2
05567500,2017-01-02T10:45:00Z,CST,320,2
05567500,2017-01-02T11:00:00Z,CST,320,2
05567500,2017-01-02T11:15:00Z,CST,320,2
05567500,2017-01-02T11:30:00Z,CST,320,2
05567500,2017-01-02T11:45:00Z,CST,318,1.99
05567500,2017-01-02T12:00:00Z,CST,318,1.99
05567500,2017-01-02T12:15:00Z,CST,318,1.99
05567500,2017-01-02T12:30:00Z,CST,318,1.99
05567500,2017-01-02T12:45:00Z,CST,318,1.99
05567500,2017-01-02T13:00:00Z,CST,318,1.99
05567500,2017-01-02T13:15:00Z,CST,318,1.99
05567500,2017-01-02T13:30:00Z,CST,315,1.98
05567500,2017-01-02T13:45:00Z,CST,303,1.94
05567500,2017-01-02T14:00:00Z,CST,315,1.98
05567500,2017-01-02T14:15:00Z,CST,315,1.98
05567500,2017-01-02T14:30:00Z,CST,315,1.98
05567500,2017-01-02T14:45:00Z,CST,318,1.99
05567500,2017-01-02T15:00:00Z,CST,315,1.98
05567500,2017-01-02T15:15:00Z,CST,312,1.97
05567500,2017-01-02T15:30:00Z,CST,315,1.98
05567500,2017-01-02T15:45:00Z,CST,315,1.98
05567500,2017-01-02T16:00:00Z,CST,318,1.99
05567500,2017-01-02T16:15:00Z,CST,318,1.99
05567500,2017-01-02T16:30:00Z,CST,312,1.97
05567500,2017-01-02T16:45:00Z,CST,312,1.97
05567500,2017-01-02T17:00:00Z,CST,315,1.98
05567500,2017-01-02T17:15:00Z,CST,315,1.98
05567500,2017-01-02T17:30:00Z,CST,318,1.99
05567500,2017-01-02T17:45:00Z,CST,315,1.98
05567500,2017-01-02T18:00:00Z,CST,318,1.99
05567500,2017-01-02T18:15:00Z,CST,318,1.99
05567500,2017-01-02T18:30:00Z,CST,318,1.99
05567500,2017-01-02T18:45:00Z,CST,318,1.99
05567500,2017-01-02T19:00:00Z,CST,318,1.99
05567500,2017-01-02T19:15:00Z,CST,318,1.99
05567500,2017-01-02T19:30:00Z,CST,318,1.99
05567500,2017-01-02T19:45:00Z,CST,318,1.99
05567500,2017-01-02T20:00:00Z,CST,318,1.99
05567500,2017-01-02T20:15:00Z,CST,318,1.99
05567500,2017-01-02T20:30:00Z,CST,318,1.99
05567500,2017-01-02T20:45:00Z,CST,318,1.99
05567500,2017-01-02T21:00:00Z,CST,318,1.99
05567500,2017-01-02T21:15:00Z,CST,318,1.99
05567500,2017-01-02T21:30:00Z,CST,318,1.99
05567500,2017-01-02T21:45:00Z,CST,318,1.99
05567500,2017-01-02T22:00:00Z,CST,318,1.99
05567500,2017-01-02T22:15:00Z,CST,318,1.99
05567500,2017-01-02T22:30:00Z,CST,318,1.99
05567500,2017-01-02T22:45:00Z,CST,318,1.99
05567500,2017-01-02T23:00:00Z,CST,318,1.99
05567500,2017-01-02T23:15:00Z,CST,318,1.99
05567500,2017-01-02T23:30:00Z,CST,315,1.98
05567500,2017-01-02T23:45:00Z,CST,318,1.99
05567500,2017-01-03T00:00:00Z,CST,315,1.98
05567500,2017-01-03T00:15:00Z,CST,318,1.99
05567500,2017-01-03T00:30:00Z,CST,318,1.99
05567500,2017-01-03T00:45:00Z,CST,318,1.99
05567500,2017-01-03T01:00:00Z,CST,318,1.99
05567500,2017-01-03T01:15:00Z,CST,318,1.99
05567500,2017-01-03T01:30:00Z,CST,320,2
05567500,2017-01-03T01:45:00Z,CST,318,1.99
05567500,2017-01-03T02:00:00Z,CST,318,1.99
05567500,2017-01-03T02:15:00Z,CST,320,2
05567500,2017-01-03T02:30:00Z,CST,320,2
05567500,2017-01-03T02:45:00Z,CST,318,1.99
05567500,2017-01-03T03:00:00Z,CST,320,2
05567500,2017-01-03T03:15:00Z,CST,320,2
05567500,2017-01-03T03:30:00Z,CST,320,2
05567500,2017-01-03T03:45:00Z,CST,320,2
05567500,2017-01-03T04:00:00Z,CST,323,2.01
05567500,2017-01-03T04:15:00Z,CST,323,2.01
05567500,2017-01-03T04:30:00Z,CST,323,2.01
05567500,2017-01-03T04:45:00Z,CST,323,2.01
05567500,2017-01-03T05:00:00Z,CST,323,2.01
05567500,2017-01-03T05:15:00Z,CST,323,2.01
05567500,2017-01-03T05:30:00Z,CST,323,2.01
05567500,2017-01-03T05:45:00Z,CST,326,2.02
05567500,2017-01-03T06:00:00Z,CST,323,2.01
05567500,2017-01-03T06:15:00Z,CST,326,2.02
05567500,2017-01-03T06:30:00Z,CST,326,2.02
05567500,2017-01-03T06:45:00Z,CST,326,2.02
05567500,2017-01-03T07:00:00Z,CST,326,2.02
05567500,2017-01-03T07:15:00Z,CST,326,2.02
05567500,2017-01-03T07:30:00Z,CST,326,2.02
05567500,2017-01-03T07:45:00Z,CST,329,2.03
05567500,2017-01-03T08:00:00Z,CST,329,2.03
05567500,2017-01-03T08:15:00Z,CST,326,2.02
05567500,2017-01-03T08:30:00Z,CST,329,2.03
05567500,2017-01-03T08:45:00Z,CST,329,2.03
05567500,2017-01-03T09:00:00Z,CST,326,2.02
05567500,2017-01-03T09:15:00Z,CST,329,2.03
05567500,2017-01-03T09:30:00Z,CST,329,2.03
05567500,2017-01-03T09:45:00Z,CST,326,2.02
05567500,2017-01-03T10:00:00Z,CST,326,2.02
05567500,2017-01-03T10:15:00Z,CST,326,2.02
05567500,2017-01-03T10:30:00Z,CST,326,2.02
05567500,2017-01-03T10:45:00Z,CST,329,2.03
05567500,2017-01-03T11:00:00Z,CST,329,2.03
05567500,2017-01-03T11:15:00Z,CST,326,2.02
05567500,2017-01-03T11:30:00Z,CST,329,2.03
05567500,2017-01-03T11:45:00Z,CST,326,2.02
05567500,2017-01-03T12:00:00Z,CST,329,2.03
05567500,2017-01-03T12:15:00Z,CST,335,2.05
05567500,2017-01-03T12:30:00Z,CST,335,2.05
05567500,2017-01-03T12:45:00Z,CST,332,2.04
05567500,2017-01-03T13:00:00Z,CST,338,2.06
05567500,2017-01-03T13:15:00Z,CST,338,2.06
05567500,2017-01-03T13:30:00Z,CST,338,2.06
05567500,2017-01-03T13:45:00Z,CST,335,2.05
05567500,2017-01-03T14:00:00Z,CST,338,2.06
05567500,2017-01-03T14:15:00Z,CST,341,2.07
05567500,2017-01-03T14:30:00Z,CST,338,2.06
05567500,2017-01-03T14:45:00Z,CST,341,2.07
05567500,2017-01-03T15:00:00Z,CST,341,2.07
05567500,2017-01-03T15:15:00Z,CST,341,2.07
05567500,2017-01-03T15:30:00Z,CST,344,2.08
05567500,2017-01-03T15:45:00Z,CST,341,2.07
05567500,2017-01-03T16:00:00Z,CST,341,2.07
05567500,2017-01-03T16:15:00Z,CST,341,2.07
05567500,2017-01-03T16:30:00Z,CST,341,2.07
05567500,2017-01-03T16:45:00Z,CST,341,2.07
05567500,2017-01-03T17:00:00Z,CST,344,2.08
05567500,2017-01-03T17:15:00Z,CST,344,2.08
05567500,2017-01-03T17:30:00Z,CST,344,2.08
05567500,2017-01-03T17:45:00Z,CST,344,2.08
05567500,2017-01-03T18:00:00Z,CST,344,2.08
05567500,2017-01-03T18:15:00Z,CST,341,2.07
05567500,2017-01-03T18:30:00Z,CST,344,2.08
05567500,2017-01-03T18:45:00Z,CST,344,2.08
05567500,2017-01-03T19:00:00Z,CST,347,2.09
05567500,2017-01-03T19:15:00Z,CST,344,2.08
05567500,2017-01-03T19:30:00Z,CST,347,2.09
05567500,2017-01-03T19:45:00Z,CST,347,2.09
05567500,2017-01-03T20:00:00Z,CST,347,2.09
05567500,2017-01-03T20:15:00Z,CST,347,2.09
05567500,2017-01-03T20:30:00Z,CST,347,2.09
05567500,2017-01-03T20:45:00Z,CST,347,2.09
05567500,2017-01-03T21:00:00Z,CST,350,2.1
05567500,2017-01-03T21:15:00Z,CST,350,2.1
05567500,2017-01-03T21:30:00Z,CST,353,2.11
05567500,2017-01-03T21:45:00Z,CST,353,2.11
05567500,2017-01-03T22:00:00Z,CST,350,2.1
05567500,2017-01-03T22:15:00Z,CST,353,2.11
05567500,2017-01-03T22:30:00Z,CST,353,2.11
05567500,2017-01-03T22:45:00Z,CST,356,2.12
05567500,2017-01-03T23:00:00Z,CST,356,2.12
05567500,2017-01-03T23:15:00Z,CST,356,2.12
05567500,2017-01-03T23:30:00Z,CST,359,2.13
05567500,2017-01-03T23:45:00Z,CST,359,2.13
05567500,2017-01-04T00:00:00Z,CST,NA,2.13
05567500,2017-01-04T00:15:00Z,CST,NA,2.13
05567500,2017-01-04T00:30:00Z,CST,NA,2.14
05567500,2017-01-04T00:45:00Z,CST,NA,2.14
05567500,2017-01-04T01:00:00Z,CST,NA,2.14
05567500,2017-01-04T01:15:00Z,CST,NA,2.14
05567500,2017-01-04T01:30:00Z,CST,NA,2.15
05567500,2017-01-04T01:45:00Z,CST,NA,2.14
05567500,2017-01-04T02:00:00Z,CST,NA,2.15
05567500,2017-01-04T02:15:00Z,CST,NA,2.15
05567500,2017-01-04T02:30:00Z,CST,NA,2.15
05567500,2017-01-04T02:45:00Z,CST,NA,2.16
05567500,2017-01-04T03:00:00Z,CST,NA,2.16
05567500,2017-01-04T03:15:00Z,CST,NA,2.17
05567500,2017-01-04T03:30:00Z,CST,NA,2.16
05567500,2017-01-04T03:45:00Z,CST,NA,2.17
05567500,2017-01-04T04:00:00Z,CST,NA,2.17
05567500,2017-01-04T04:15:00Z,CST,NA,2.18
05567500,2017-01-04T04:30:00Z,CST,NA,2.18
05567500,2017-01-04T04:45:00Z,CST,NA,2.18
05567500,2017-01-04T05:00:00Z,CST,NA,2.19
05567500,2017-01-04T05:15:00Z,CST,NA,2.2
05567500,2017-01-04T05:30:00Z,CST,NA,2.2
05567500,2017-01-04T05:45:00Z,CST,NA,2.2
05567500,2017-01-04T06:00:00Z,CST,NA,2.21
05567500,2017-01-04T06:15:00Z,CST,NA,2.22
05567500,2017-01-04T06:30:00Z,CST,NA,2.23
05567500,2017-01-04T06:45:00Z,CST,NA,2.24
05567500,2017-01-04T07:00:00Z,CST,NA,2.24
05567500,2017-01-04T07:15:00Z,CST,NA,2.24
05567500,2017-01-04T07:30:00Z,CST,NA,2.25
05567500,2017-01-04T07:45:00Z,CST,NA,2.26
05567500,2017-01-04T08:00:00Z,CST,NA,2.27
05567500,2017-01-04T08:15:00Z,CST,NA,2.28
05567500,2017-01-04T08:30:00Z,CST,NA,2.29
05567500,2017-01-04T08:45:00Z,CST,NA,2.3
05567500,2017-01-04T09:00:00Z,CST,NA,2.3
05567500,2017-01-04T09:15:00Z,CST,NA,2.31
05567500,2017-01-04T09:30:00Z,CST,NA,2.33
05567500,2017-01-04T09:45:00Z,CST,NA,2.34
05567500,2017-01-04T10:00:00Z,CST,NA,2.35
05567500,2017-01-04T10:15:00Z,CST,NA,2.36
05567500,2017-01-04T10:30:00Z,CST,NA,2.38
05567500,2017-01-04T10:45:00Z,CST,NA,2.39
05567500,2017-01-04T11:00:00Z,CST,NA,2.4
05567500,2017-01-04T11:15:00Z,CST,NA,2.41
05567500,2017-01-04T11:30:00Z,CST,NA,2.42
05567500,2017-01-04T11:45:00Z,CST,NA,2.43
05567500,2017-01-04T12:00:00Z,CST,NA,2.45
05567500,2017-01-04T12:15:00Z,CST,NA,2.46
05567500,2017-01-04T12:30:00Z,CST,NA,2.48
05567500,2017-01-04T12:45:00Z,CST,NA,2.5
05567500,2017-01-04T13:00:00Z,CST,NA,2.52
05567500,2017-01-04T13:15:00Z,CST,NA,2.54
05567500,2017-01-04T13:30:00Z,CST,NA,2.54
05567500,2017-01-04T13:45:00Z,CST,NA,2.55
05567500,2017-01-04T14:00:00Z,CST,NA,2.58
05567500,2017-01-04T14:15:00Z,CST,NA,2.59
05567500,2017-01-04T14:30:00Z,CST,NA,2.61
05567500,2017-01-04T14:45:00Z,CST,NA,2.61
05567500,2017-01-04T15:00:00Z,CST,NA,2.65
05567500,2017-01-04T15:15:00Z,CST,NA,2.67
05567500,2017-01-04T15:30:00Z,CST,NA,2.69
05567500,2017-01-04T15:45:00Z,CST,NA,2.71
05567500,2017-01-04T16:00:00Z,CST,NA,2.73
05567500,2017-01-04T16:15:00Z,CST,NA,2.75
05567500,2017-01-04T16:30:00Z,CST,NA,2.78
05567500,2017-01-04T16:45:00Z,CST,NA,2.79
05567500,2017-01-04T17:00:00Z,CST,NA,2.81
05567500,2017-01-04T17:15:00Z,CST,NA,2.83
05567500,2017-01-04T17:30:00Z,CST,NA,2.85
05567500,2017-01-04T17:45:00Z,CST,NA,2.87
05567500,2017-01-04T18:00:00Z,CST,NA,2.88
05567500,2017-01-04T18:15:00Z,CST,NA,2.9
05567500,2017-01-04T18:30:00Z,CST,NA,2.91
05567500,2017-01-04T18:45:00Z,CST,NA,2.92
05567500,2017-01-04T19:00:00Z,CST,NA,2.93
05567500,2017-01-04T19:15:00Z,CST,NA,2.94
05567500,2017-01-04T19:30:00Z,CST,NA,2.95
05567500,2017-01-04T19:45:00Z,CST,NA,2.97
05567500,2017-01-04T20:00:00Z,CST,NA,2.98
05567500,2017-01-04T20:15:00Z,CST,NA,3
05567500,2017-01-04T20:30:00Z,CST,NA,3.01
05567500,2017-01-04T20:45:00Z,CST,NA,3.02
05567500,2017-01-04T21:00:00Z,CST,NA,3.04
05567500,2017-01-04T21:15:00Z,CST,NA,3.05
05567500,2017-01-04T21:30:00Z,CST,NA,3.06
05567500,2017-01-04T21:45:00Z,CST,NA,3.07
05567500,2017-01-04T22:00:00Z,CST,NA,3.08
05567500,2017-01-04T22:15:00Z,CST,NA,3.1
05567500,2017-01-04T22:30:00Z,CST,NA,3.12
05567500,2017-01-04T22:45:00Z,CST,NA,3.13
05567500,2017-01-04T23:00:00Z,CST,NA,3.14
05567500,2017-01-04T23:15:00Z,CST,NA,3.15
05567500,2017-01-04T23:30:00Z,CST,NA,3.17
05567500,2017-01-04T23:45:00Z,CST,NA,3.17
05567500,2017-01-05T00:00:00Z,CST,NA,3.2
05567500,2017-01-05T00:15:00Z,CST,NA,3.2
05567500,2017-01-05T00:30:00Z,CST,NA,3.21
05567500,2017-01-05T00:45:00Z,CST,NA,3.23
05567500,2017-01-05T01:00:00Z,CST,NA,3.23
05567500,2017-01-05T01:15:00Z,CST,NA,3.23
05567500,2017-01-05T01:30:00Z,CST,NA,3.24
05567500,2017-01-05T01:45:00Z,CST,NA,3.25
05567500,2017-01-05T02:00:00Z,CST,NA,3.25
05567500,2017-01-05T02:15:00Z,CST,NA,3.26
05567500,2017-01-05T02:30:00Z,CST,NA,3.27
05567500,2017-01-05T02:45:00Z,CST,NA,3.27
05567500,2017-01-05T03:00:00Z,CST,NA,3.28
05567500,2017-01-05T03:15:00Z,CST,NA,3.29
05567500,2017-01-05T03:30:00Z,CST,NA,3.29
05567500,2017-01-05T03:45:00Z,CST,NA,3.29
05567500,2017-01-05T04:00:00Z,CST,NA,3.3
05567500,2017-01-05T04:15:00Z,CST,NA,3.31
05567500,2017-01-05T04:30:00Z,CST,NA,3.31
05567500,2017-01-05T04:45:00Z,CST,NA,3.31
05567500,2017-01-05T05:00:00Z,CST,NA,3.33
05567500,2017-01-05T05:15:00Z,CST,NA,3.33
05567500,2017-01-05T05:30:00Z,CST,NA,3.34
05567500,2017-01-05T05:45:00Z,CST,NA,3.34
05567500,2017-01-05T06:00:00Z,CST,NA,3.34
05567500,2017-01-05T06:15:00Z,CST,NA,3.34
05567500,2017-01-05T06:30:00Z,CST,NA,3.34
05567500,2017-01-05T06:45:00Z,CST,NA,3.34
05567500,2017-01-05T07:00:00Z,CST,NA,3.34
05567500,2017-01-05T07:15:00Z,CST,NA,3.34
05567500,2017-01-05T07:30:00Z,CST,NA,3.33
05567500,2017-01-05T07:45:00Z,CST,NA,3.33
05567500,2017-01-05T08:00:00Z,CST,NA,3.34
05567500,2017-01-05T08:15:00Z,CST,NA,3.34
05567500,2017-01-05T08:30:00Z,CST,NA,3.35
05567500,2017-01-05T08:45:00Z,CST,NA,3.35
05567500,2017-01-05T09:00:00Z,CST,NA,3.34
05567500,2017-01-05T09:15:00Z,CST,NA,3.34
05567500,2017-01-05T09:30:00Z,CST,NA,3.32
05567500,2017-01-05T09:45:00Z,CST,NA,3.33
05567500,2017-01-05T10:00:00Z,CST,NA,3.32
05567500,2017-01-05T10:15:00Z,CST,NA,3.3
05567500,2017-01-05T10:30:00Z,CST,NA,3.29
05567500,2017-01-05T10:45:00Z,CST,NA,3.29
05567500,2017-01-05T11:00:00Z,CST,NA,3.27
05567500,2017-01-05T11:15:00Z,CST,NA,3.28
05567500,2017-01-05T11:30:00Z,CST,NA,3.25
05567500,2017-01-05T11:45:00Z,CST,NA,3.25
05567500,2017-01-05T12:00:00Z,CST,NA,3.24
05567500,2017-01-05T12:15:00Z,CST,NA,3.25
05567500,2017-01-05T12:30:00Z,CST,NA,3.25
05567500,2017-01-05T12:45:00Z,CST,NA,3.25
05567500,2017-01-05T13:00:00Z,CST,NA,3.25
05567500,2017-01-05T13:15:00Z,CST,NA,3.26
05567500,2017-01-05T13:30:00Z,CST,NA,3.26
05567500,2017-01-05T13:45:00Z,CST,NA,3.26
05567500,2017-01-05T14:00:00Z,CST,NA,3.27
05567500,2017-01-05T14:15:00Z,CST,NA,3.27
05567500,2017-01-05T14:30:00Z,CST,NA,3.25
05567500,2017-01-05T14:45:00Z,CST,NA,3.28
05567500,2017-01-05T15:00:00Z,CST,NA,3.3
05567500,2017-01-05T15:15:00Z,CST,NA,3.29
05567500,2017-01-05T15:30:00Z,CST,NA,3.29
05567500,2017-01-05T15:45:00Z,CST,NA,3.3
05567500,2017-01-05T16:00:00Z,CST,NA,3.29
05567500,2017-01-05T16:15:00Z,CST,NA,3.28
05567500,2017-01-05T16:30:00Z,CST,NA,3.31
05567500,2017-01-05T16:45:00Z,CST,NA,3.29
05567500,2017-01-05T17:00:00Z,CST,NA,3.29
05567500,2017-01-05T17:15:00Z,CST,NA,3.3
05567500,2017-01-05T17:30:00Z,CST,NA,3.29
05567500,2017-01-05T17:45:00Z,CST,NA,3.28
05567500,2017-01-05T18:00:00Z,CST,NA,3.29
05567500,2017-01-05T18:15:00Z,CST,NA,3.27
05567500,2017-01-05T18:30:00Z,CST,NA,3.26
05567500,2017-01-05T18:45:00Z,CST,NA,3.24
05567500,2017-01-05T19:00:00Z,CST,NA,3.25
05567500,2017-01-05T19:15:00Z,CST,NA,3.24
05567500,2017-01-05T19:30:00Z,CST,NA,3.25
05567500,2017-01-05T19:45:00Z,CST,NA,3.26
05567500,2017-01-05T20:00:00Z,CST,NA,3.25
05567500,2017-01-05T20:15:00Z,CST,NA,3.26
05567500,2017-01-05T20:30:00Z,CST,NA,3.24
05567500,2017-01-05T20:45:00Z,CST,NA,3.24
05567500,2017-01-05T21:00:00Z,CST,NA,3.23
05567500,2017-01-05T21:15:00Z,CST,NA,3.23
05567500,2017-01-05T21:30:00Z,CST,NA,3.22
05567500,2017-01-05T21:45:00Z,CST,NA,3.19
05567500,2017-01-05T22:00:00Z,CST,NA,3.19
05567500,2017-01-05T22:15:00Z,CST,NA,3.19
05567500,2017-01-05T22:30:00Z,CST,NA,3.16
05567500,2017-01-05T22:45:00Z,CST,NA,3.16
05567500,2017-01-05T23:00:00Z,CST,NA,3.14
05567500,2017-01-05T23:15:00Z,CST,NA,3.14
05567500,2017-01-05T23:30:00Z,CST,NA,3.14
05567500,2017-01-05T23:45:00Z,CST,NA,3.12
05567500,2017-01-08T00:00:00Z,CST,NA,3.94
05567500,2017-01-08T00:15:00Z,CST,NA,3.96
05567500,2017-01-08T00:30:00Z,CST,NA,3.96
05567500,2017-01-08T00:45:00Z,CST,NA,3.95
05567500,2017-01-08T01:00:00Z,CST,NA,3.95
05567500,2017-01-08T01:15:00Z,CST,NA,3.93
05567500,2017-01-08T01:30:00Z,CST,NA,3.93
05567500,2017-01-08T01:45:00Z,CST,NA,3.93
05567500,2017-01-08T02:00:00Z,CST,NA,3.93
05567500,2017-01-08T02:15:00Z,CST,NA,3.93
05567500,2017-01-08T02:30:00Z,CST,NA,3.95
05567500,2017-01-08T02:45:00Z,CST,NA,3.93
05567500,2017-01-08T03:00:00Z,CST,NA,3.92
