Date Time,Temp,SpCond,pH,,Turbid+,ODOsat,ODO
M/D/Y HH:MM:SS,C,uS,,,NTU,%,mg/L
9/3/14 7:45,21.11,664,7.95,,6.4,70.1,6.22
9/3/14 8:00,21.21,664,7.97,,5.9,71.7,6.36
9/3/14 8:15,21.35,665,7.97,,5.7,73.5,6.49
9/3/14 8:30,21.52,665,7.99,,7.9,75.7,6.67
9/3/14 8:45,21.76,664,8,,6.4,78.4,6.88
9/3/14 9:00,21.96,664,8.01,,7,81.1,7.08
9/3/14 9:15,22.21,664,8.02,,5.6,83.8,7.28
9/3/14 9:30,22.36,664,8.02,,5.3,85.6,7.42
9/3/14 9:45,22.55,664,8.03,,5.5,88.2,7.62
9/3/14 10:00,22.86,664,8.05,,5.7,91.9,7.89
9/3/14 10:15,22.93,663,8.05,,6.1,93,7.98
9/3/14 10:30,23.2,663,8.06,,6.2,96.8,8.26
9/3/14 10:45,23.55,663,8.08,,6.2,100.4,8.51
9/3/14 11:00,23.75,663,8.08,,6.2,102.6,8.66
9/3/14 11:15,23.88,662,8.09,,5.8,104.7,8.82
9/3/14 11:30,23.93,662,8.1,,5.3,106.2,8.94
9/3/14 11:45,24.08,661,8.11,,5.6,108.5,9.1
9/3/14 12:00,24.13,661,8.11,,5.8,110,9.22
9/3/14 12:15,24.28,660,8.12,,5.7,112.3,9.39
9/3/14 12:30,24.38,660,8.13,,5.3,113.9,9.51
9/3/14 12:45,24.54,659,8.14,,5.1,116.5,9.69
9/3/14 13:00,24.58,658,8.14,,5.1,117.5,9.77
9/3/14 13:15,24.58,657,8.15,,5.1,117.9,9.8
9/3/14 13:30,24.63,657,8.16,,4.7,119.3,9.91
9/3/14 13:45,24.74,656,8.17,,5.4,121.2,10.04
9/3/14 14:00,24.79,655,8.17,,5.1,122.1,10.11
9/3/14 14:15,24.86,654,8.18,,4.7,123.2,10.19
9/3/14 14:30,24.97,654,8.19,,4.7,124.4,10.27
9/3/14 14:45,25.03,653,8.19,,5,125.3,10.33
9/3/14 15:00,25.17,652,8.2,,5,126.5,10.41
9/3/14 15:15,25.24,651,8.21,,5.8,127.5,10.47
9/3/14 15:30,25.32,650,8.21,,4.8,127.8,10.48
9/3/14 15:45,25.36,650,8.21,,5,127.8,10.47
9/3/14 16:00,25.38,649,8.21,,5.3,127.2,10.42
9/3/14 16:15,25.36,649,8.21,,5.2,126.4,10.36
9/3/14 16:30,25.33,648,8.21,,4.5,124.8,10.23
9/3/14 16:45,25.31,648,8.21,,4.9,123.4,10.12
9/3/14 17:00,25.28,647,8.21,,5,121.5,9.98
9/3/14 17:15,25.24,647,8.21,,5.1,120,9.86
9/3/14 17:30,25.21,647,8.2,,4.8,118.6,9.74
9/3/14 17:45,25.15,647,8.2,,5,116.8,9.61
9/3/14 18:00,25.1,647,8.19,,5.1,115,9.47
9/3/14 18:15,25.03,647,8.19,,5.3,112.9,9.31
9/3/14 18:30,24.94,647,8.18,,4.6,110.8,9.15
9/3/14 18:45,24.86,647,8.18,,5,108.5,8.98
9/3/14 19:00,24.78,647,8.17,,4.8,106.4,8.81
9/3/14 19:15,24.7,648,8.16,,5.4,104.4,8.66
9/3/14 19:30,24.62,648,8.16,,4.8,102.4,8.51
9/3/14 19:45,24.55,648,8.15,,5.1,100.7,8.38
9/3/14 20:00,24.48,649,8.14,,5.1,98.9,8.24
9/3/14 20:15,24.42,649,8.13,,10.4,97.3,8.11
9/3/14 20:30,24.34,649,8.13,,5.7,95.7,8
9/3/14 20:45,24.26,650,8.12,,5.9,94.2,7.87
9/3/14 21:00,24.2,650,8.12,,7.3,92.7,7.76
9/3/14 21:15,24.12,651,8.11,,6.6,91.3,7.65
9/3/14 21:30,24.05,651,8.11,,6.8,89.9,7.55
9/3/14 21:45,23.98,651,8.1,,6.9,88.7,7.45
9/3/14 22:00,23.9,652,8.1,,6.4,87.3,7.35
9/3/14 22:15,23.83,652,8.09,,5.9,86,7.25
9/3/14 22:30,23.75,652,8.09,,6.6,84.8,7.16
9/3/14 22:45,23.68,653,8.08,,6.9,83.6,7.07
9/3/14 23:00,23.59,653,8.08,,6.8,82.6,6.99
9/3/14 23:15,23.51,653,8.08,,6.5,81.5,6.91
9/3/14 23:30,23.44,654,8.07,,6.7,80.5,6.84
9/3/14 23:45,23.39,654,8.07,,6.2,79.4,6.75
9/4/14 0:00,23.34,655,8.06,,6.7,78.5,6.68
9/4/14 0:15,23.29,655,8.06,,6.2,77.6,6.61
9/4/14 0:30,23.21,655,8.05,,6.9,76.6,6.53
9/4/14 0:45,23.14,655,8.05,,7.3,75.7,6.47
9/4/14 1:00,23.06,656,8.05,,7.6,74.9,6.41
9/4/14 1:15,22.99,656,8.04,,10.5,74.1,6.35
9/4/14 1:30,22.9,656,8.04,,10.8,73.4,6.29
9/4/14 1:45,22.82,656,8.04,,7.4,72.8,6.25
9/4/14 2:00,22.75,656,8.03,,9.1,72.2,6.21
9/4/14 2:15,22.67,656,8.03,,8.6,71.6,6.17
9/4/14 2:30,22.59,656,8.03,,7.8,71.1,6.14
9/4/14 2:45,22.52,656,8.02,,8.7,70.6,6.11
9/4/14 3:00,22.45,656,8.02,,8,70.3,6.08
9/4/14 3:15,22.38,656,8.02,,7.8,69.9,6.06
9/4/14 3:30,22.3,656,8.02,,8.7,69.4,6.02
9/4/14 3:45,22.23,656,8.02,,9.4,69.3,6.03
9/4/14 4:00,22.17,656,8.01,,7.8,69,6
9/4/14 4:15,22.1,656,8.01,,8.4,68.8,5.99
9/4/14 4:30,22.05,656,8.01,,7.7,68.6,5.98
9/4/14 4:45,21.99,656,8.01,,7.6,68.5,5.98
9/4/14 5:00,21.95,656,8.01,,7.5,68.3,5.97
9/4/14 5:15,21.9,656,8.01,,7.9,68.2,5.96
9/4/14 5:30,21.89,656,8,,7.6,68,5.95
9/4/14 5:45,21.88,656,8,,7.1,68.2,5.97
9/4/14 6:00,21.88,656,8,,7.5,68.5,5.99
9/4/14 6:15,21.86,656,8,,6.9,68.8,6.02
9/4/14 6:30,21.86,656,8.01,,6.5,69.2,6.05
9/4/14 6:45,21.85,656,8,,5.9,68.9,6.03
9/4/14 7:00,21.82,656,8,,5.9,68.7,6.02
9/4/14 7:15,21.82,656,8,,5.7,68.6,6.01
9/4/14 7:30,21.79,656,8,,5.6,68.9,6.04
9/4/14 7:45,21.77,656,8,,5.6,69,6.04
9/4/14 8:00,21.76,656,8,,5.2,68.8,6.04
9/4/14 8:15,21.75,656,8,,5,68.7,6.03
9/4/14 8:30,21.76,656,8,,5,69.6,6.1
9/4/14 8:45,21.82,656,8.01,,4.5,72.1,6.32
9/4/14 9:00,21.91,655,8.02,,5.1,74.5,6.52
9/4/14 9:15,22.03,655,8.03,,4.8,76.8,6.7
9/4/14 9:30,22.21,655,8.03,,5,79.7,6.93
9/4/14 9:45,22.22,655,8.04,,4.5,80.4,6.99
9/4/14 10:00,22.58,655,8.05,,4.9,84.7,7.32
9/4/14 10:15,22.86,655,8.06,,4.7,88.3,7.58
9/4/14 10:30,22.9,655,8.06,,4.5,88.8,7.62
9/4/14 10:45,23.04,654,8.06,,5.1,91.6,7.84
9/4/14 11:00,23.37,654,8.07,,6.4,95.5,8.12
9/4/14 11:15,23.58,654,8.08,,4.7,98.4,8.33
