Date Time,Temp,SpCond,pH,Orp,Turbid+,ODOsat,ODO
10/31/14 10:45,8.9,639,8.15,-73.8,3.9,112.7,13.03
10/31/14 11:00,8.96,638,8.16,-74.2,4.7,114,13.17
10/31/14 11:15,9,638,8.17,-74.3,3.9,115,13.27
10/31/14 11:30,9.05,637,8.18,-74.5,4.8,116.1,13.38
10/31/14 11:45,9.13,637,8.19,-74.7,4.4,117.3,13.49
10/31/14 12:00,9.24,636,8.21,-75,4.4,118.4,13.58
10/31/14 12:15,9.32,636,8.21,-75.1,4.6,119.1,13.63
10/31/14 12:30,9.34,635,8.22,-75.3,4.7,119.4,13.66
10/31/14 12:45,9.37,635,8.22,-75.4,4.6,119.7,13.68
10/31/14 13:00,9.38,634,8.23,-75.6,4.9,119.4,13.65
10/31/14 13:15,9.37,634,8.23,-75.7,4.9,119.3,13.64
10/31/14 13:30,9.38,634,8.24,-75.8,5,119.1,13.62
10/31/14 13:45,9.35,634,8.24,-75.9,5.3,118.9,13.61
10/31/14 14:00,9.29,633,8.24,-76,5.3,118.6,13.59
10/31/14 14:15,9.23,633,8.24,-76,5.6,117.8,13.51
10/31/14 14:30,9.17,633,8.24,-76.1,5.8,117,13.45
10/31/14 14:45,9.1,633,8.25,-76.3,5.6,116.3,13.39
10/31/14 15:00,9.01,632,8.25,-76.3,5.5,115.5,13.33
10/31/14 15:15,8.94,632,8.24,-76.4,5.4,114.8,13.26
10/31/14 15:30,8.86,632,8.24,-76.4,5.1,113.9,13.19
10/31/14 15:45,8.76,632,8.24,-76.4,5.2,112.9,13.1
10/31/14 16:00,8.64,632,8.24,-76.4,5.4,111.6,12.98
10/31/14 16:15,8.52,633,8.23,-76.4,5.6,110.1,12.85
10/31/14 16:30,8.42,633,8.22,-76.5,5.4,108.8,12.73
10/31/14 16:45,8.31,633,8.21,-76.5,5.3,107.3,12.59
10/31/14 17:00,8.22,634,8.21,-76.6,5.4,105.9,12.45
10/31/14 17:15,8.12,634,8.2,-76.2,5.4,104.6,12.33
10/31/14 17:30,8.04,634,8.19,-75.7,5.4,103.3,12.2
10/31/14 17:45,7.97,635,8.18,-75.7,5.2,102.3,12.1
10/31/14 18:00,7.89,635,8.17,-75.7,5.5,101.2,12
10/31/14 18:15,7.81,636,8.16,-75.6,5.4,100.2,11.9
10/31/14 18:30,7.74,636,8.15,-75.6,5.7,99.3,11.82
10/31/14 18:45,7.67,636,8.14,-75.6,5.4,98.5,11.74
10/31/14 19:00,7.62,637,8.13,-75.6,4.8,97.8,11.67
10/31/14 19:15,7.56,637,8.13,-75.6,5.6,97.2,11.61
10/31/14 19:30,7.51,638,8.12,-75.5,6,96.6,11.56
10/31/14 19:45,7.45,638,8.11,-75.6,6.1,96.1,11.51
10/31/14 20:00,7.39,638,8.1,-75.5,6.1,95.6,11.47
10/31/14 20:15,7.32,639,8.09,-75.4,5.7,95.2,11.44
10/31/14 20:30,7.25,639,8.08,-75.6,5.7,94.8,11.41
10/31/14 20:45,7.18,639,8.08,-75.4,6.2,94.5,11.4
10/31/14 21:00,7.12,640,8.07,-75.4,6.2,94.2,11.38
10/31/14 21:15,7.05,640,8.07,-75.4,5.8,94,11.37
10/31/14 21:30,6.99,640,8.06,-75.3,6.2,93.7,11.36
10/31/14 21:45,6.93,641,8.05,-75.4,5.9,93.5,11.35
10/31/14 22:00,6.88,641,8.05,-75.4,5.9,93.4,11.34
10/31/14 22:15,6.82,641,8.04,-75.4,6.1,93.2,11.34
10/31/14 22:30,6.76,641,8.04,-75.4,6.2,93,11.34
10/31/14 22:45,6.69,642,8.03,-75.4,7,92.9,11.34
10/31/14 23:00,6.62,642,8.03,-75.3,6.4,92.7,11.34
10/31/14 23:15,6.56,642,8.02,-75.2,6.1,92.6,11.34
10/31/14 23:30,6.51,642,8.02,-75.1,5.8,92.5,11.35
10/31/14 23:45,6.45,642,8.02,-75.1,5.7,92.4,11.35
11/1/14 0:00,6.4,642,8.02,-75.2,5.7,92.3,11.36
11/1/14 0:15,6.35,643,8.01,-75,6,92.2,11.36
11/1/14 0:30,6.31,643,8.01,-75,5.5,92.2,11.36
11/1/14 0:45,6.29,643,8.01,-75.1,5.5,92.1,11.36
11/1/14 1:00,6.27,643,8,-75.1,5.3,92.1,11.37
11/1/14 1:15,6.26,643,8,-75.1,5.4,92.1,11.36
11/1/14 1:30,6.25,644,8,-75.1,5.3,92.1,11.37
11/1/14 1:45,6.25,643,8,-75.1,6.2,92.1,11.37
11/1/14 2:00,6.24,643,8,-75.2,5.9,92.1,11.37
11/1/14 2:15,6.23,644,8,-75.2,5.8,92.1,11.38
11/1/14 2:30,6.21,644,7.99,-75.1,5.7,92.1,11.38
11/1/14 2:45,6.2,644,7.99,-75.1,5.9,92.1,11.38
11/1/14 3:00,6.19,644,7.99,-75.2,6,92.1,11.39
11/1/14 3:15,6.18,644,7.99,-75.1,6.1,92.1,11.39
11/1/14 3:30,6.16,644,7.99,-75.1,5.7,92.1,11.4
11/1/14 3:45,6.14,644,7.99,-75.1,11.4,92,11.39
11/1/14 4:00,6.12,644,7.99,-75,7.2,92,11.4
11/1/14 4:15,6.08,645,7.99,-75.1,7.6,92,11.41
11/1/14 4:30,6.05,645,7.98,-75.1,6.5,92,11.41
11/1/14 4:45,6.02,645,7.98,-75,6.6,91.9,11.42
11/1/14 5:00,5.97,645,7.98,-75,6.1,91.9,11.43
11/1/14 5:15,5.93,645,7.98,-75,6.7,91.9,11.44
11/1/14 5:30,5.88,646,7.98,-75,6.3,91.9,11.45
11/1/14 5:45,5.83,646,7.98,-75,6.8,91.9,11.46
11/1/14 6:00,5.78,646,7.98,-75,7.4,91.9,11.48
11/1/14 6:15,5.74,646,7.98,-74.8,7.6,91.9,11.49
11/1/14 6:30,5.69,646,7.98,-74.9,7.4,92,11.51
11/1/14 6:45,5.65,647,7.98,-74.8,6.8,92.1,11.55
11/1/14 7:00,5.61,647,7.98,-74.9,6.4,92.5,11.6
11/1/14 7:15,5.58,647,7.99,-74.9,6.2,92.9,11.66
11/1/14 7:30,5.56,647,7.99,-75,5.7,93.6,11.76
11/1/14 7:45,5.55,648,8,-75,5.4,94.5,11.88
11/1/14 8:00,5.57,648,8.01,-75,5,95.8,12.03
11/1/14 8:15,5.61,647,8.02,-75.1,4.4,97.3,12.21
11/1/14 8:30,5.68,647,8.03,-75.3,4.1,98.9,12.39
11/1/14 8:45,5.78,647,8.04,-75.4,4.1,100.6,12.57
11/1/14 9:00,5.89,647,8.05,-75.6,3.9,102.2,12.74
11/1/14 9:15,6.02,648,8.06,-75.7,4.1,103.8,12.89
11/1/14 9:30,6.16,647,8.07,-75.8,4.1,105.4,13.05
11/1/14 9:45,6.31,647,8.08,-76,4.3,107.1,13.2
11/1/14 10:00,6.48,647,8.09,-76.1,4.1,108.8,13.35
11/1/14 10:15,6.67,646,8.1,-76.3,4.2,110.4,13.49
11/1/14 10:30,6.86,644,8.11,-76.5,4.3,112.1,13.63
11/1/14 10:45,7.06,643,8.12,-76.7,4,113.6,13.74
11/1/14 11:00,7.29,643,8.13,-76.9,4.9,115.1,13.84
11/1/14 11:15,7.5,642,8.14,-77.5,4.2,116.4,13.92
11/1/14 11:30,7.74,641,8.15,-78.1,4.2,117.6,13.99
11/1/14 11:45,7.95,640,8.15,-78.5,4.1,118.6,14.03
11/1/14 12:00,8.14,640,8.16,-78.7,3.7,119.5,14.07
11/1/14 12:15,8.34,640,8.16,-78.9,3.7,120.1,14.08
11/1/14 12:30,8.51,639,8.16,-79.2,3.9,120.6,14.08
11/1/14 12:45,8.67,639,8.17,-79.4,4.1,121,14.07
11/1/14 13:00,8.82,639,8.17,-79.5,4.1,121.3,14.06
11/1/14 13:15,8.94,640,8.17,-79.7,4.2,121.5,14.04
11/1/14 13:30,9.05,640,8.17,-79.9,4.3,121.5,14
11/1/14 13:45,9.14,641,8.17,-80,4.5,121.3,13.95
11/1/14 14:00,9.21,642,8.17,-80.2,4.4,121,13.89
11/1/14 14:15,9.26,642,8.17,-80.3,4.6,120.4,13.8
11/1/14 14:30,9.3,643,8.17,-80.5,4.7,119.6,13.7
11/1/14 14:45,9.32,642,8.16,-80.7,4.7,118.7,13.6
11/1/14 15:00,9.32,642,8.16,-80.8,4.7,117.5,13.46
11/1/14 15:15,9.3,641,8.16,-80.8,4.8,116.3,13.33
11/1/14 15:30,9.28,640,8.15,-80.8,4.7,115,13.18
11/1/14 15:45,9.25,640,8.14,-80.8,4.6,113.7,13.04
11/1/14 16:00,9.21,639,8.14,-80.9,4.7,112.4,12.9
11/1/14 16:15,9.17,639,8.14,-81.2,4.7,111.1,12.77
11/1/14 16:30,9.12,639,8.13,-81.2,4.6,109.7,12.62
11/1/14 16:45,9.08,638,8.12,-81.3,4.6,108.4,12.48
11/1/14 17:00,9.04,638,8.12,-81.4,4.2,107,12.33
11/1/14 17:15,8.99,638,8.11,-81.5,3.7,105.7,12.19
11/1/14 17:30,8.93,638,8.1,-81.5,3.6,104.3,12.06
11/1/14 17:45,8.87,638,8.09,-81.5,3.7,103.1,11.93
11/1/14 18:00,8.82,638,8.09,-81.6,3.8,102,11.82
11/1/14 18:15,8.78,638,8.08,-81.6,3.6,101.1,11.73
11/1/14 18:30,8.74,639,8.07,-81.7,4.7,100.2,11.64
11/1/14 18:45,8.69,639,8.07,-81.7,4.5,99.4,11.55
11/1/14 19:00,8.65,639,8.06,-81.9,4,98.7,11.48
11/1/14 19:15,8.59,639,8.05,-81.8,4.3,97.9,11.4
11/1/14 19:30,8.53,639,8.04,-81.7,4.3,97.1,11.33
11/1/14 19:45,8.46,639,8.04,-81.7,4.3,96.5,11.27
11/1/14 20:00,8.38,640,8.03,-81.7,4.6,95.9,11.23
11/1/14 20:15,8.3,640,8.02,-81.7,5,95.4,11.19
11/1/14 20:30,8.22,641,8.01,-81.6,5.4,95,11.16
11/1/14 20:45,8.14,641,8.01,-81.7,4.8,94.5,11.14
11/1/14 21:00,8.06,641,8.01,-81.7,4.7,94.2,11.12
11/1/14 21:15,7.98,641,8,-81.7,5.6,93.9,11.11
11/1/14 21:30,7.89,642,7.99,-81.7,6.2,93.6,11.1
11/1/14 21:45,7.82,642,7.99,-81.7,5.5,93.5,11.09
11/1/14 22:00,7.74,642,7.99,-81.8,5.9,93.3,11.09
11/1/14 22:15,7.66,642,7.99,-81.7,5.3,93.1,11.09
11/1/14 22:30,7.59,642,7.98,-81.8,5.9,92.9,11.09
11/1/14 22:45,7.52,642,7.98,-81.8,6.1,92.7,11.09
11/1/14 23:00,7.45,643,7.98,-81.8,6.2,92.6,11.09
11/1/14 23:15,7.37,643,7.97,-81.7,6.5,92.5,11.1
11/1/14 23:30,7.3,643,7.97,-81.8,6.4,92.4,11.11
11/1/14 23:45,7.23,643,7.97,-81.8,5.6,92.3,11.12
11/2/14 0:00,7.17,643,7.97,-81.9,6.5,92.2,11.13
11/2/14 0:15,7.11,643,7.97,-81.9,6.7,92.2,11.14
11/2/14 0:30,7.05,643,7.97,-81.8,6.8,92.1,11.15
11/2/14 0:45,7.01,643,7.97,-81.9,6,92.1,11.16
11/2/14 1:00,6.96,643,7.97,-82,6.4,92,11.16
11/2/14 1:15,6.92,643,7.97,-82,6.5,92,11.17
11/2/14 1:30,6.88,643,7.97,-82,8.1,92,11.18
11/2/14 1:45,6.83,644,7.96,-82,6.4,92,11.19
11/2/14 2:00,6.79,643,7.96,-82,6.2,92,11.2
11/2/14 2:15,6.75,644,7.96,-82.1,6.3,92,11.21
11/2/14 2:30,6.72,644,7.96,-82.2,7.4,92,11.22
11/2/14 2:45,6.68,644,7.96,-82.1,7.2,91.9,11.23
11/2/14 3:00,6.65,644,7.96,-82.2,6.5,91.9,11.24
11/2/14 3:15,6.61,644,7.96,-82.3,6.1,91.9,11.24
11/2/14 3:30,6.58,644,7.96,-82.3,5.7,91.9,11.25
11/2/14 3:45,6.55,644,7.96,-82.3,5.7,91.9,11.26
11/2/14 4:00,6.52,645,7.96,-82.4,6.8,91.9,11.27
11/2/14 4:15,6.49,645,7.96,-82.3,7.5,91.9,11.28
11/2/14 4:30,6.46,645,7.96,-82.5,6.7,91.9,11.29
11/2/14 4:45,6.42,645,7.96,-82.5,9.5,91.9,11.3
11/2/14 5:00,6.39,645,7.96,-82.5,11.8,91.9,11.3
11/2/14 5:15,6.37,645,7.96,-82.5,8.1,91.9,11.31
11/2/14 5:30,6.34,645,7.96,-82.6,8.1,91.9,11.32
11/2/14 5:45,6.32,645,7.96,-82.6,7.6,91.9,11.33
11/2/14 6:00,6.29,645,7.96,-82.6,6.7,91.9,11.34
11/2/14 6:15,6.27,645,7.96,-82.8,6.5,91.9,11.34
11/2/14 6:30,6.26,645,7.96,-82.8,6.3,92,11.36
11/2/14 6:45,6.24,646,7.96,-82.9,6.8,92.2,11.39
11/2/14 7:00,6.23,645,7.96,-82.8,5.9,92.6,11.44
11/2/14 7:15,6.23,645,7.97,-83,5.6,93.1,11.5
11/2/14 7:30,6.22,646,7.97,-83,5.4,93.8,11.59
11/2/14 7:45,6.24,645,7.98,-83.1,5.4,94.8,11.71
11/2/14 8:00,6.28,645,7.99,-83.2,5.3,96.3,11.88
11/2/14 8:15,6.38,645,8,-83.4,4.9,98.4,12.11
11/2/14 8:30,6.49,645,8.02,-83.6,4.7,100.6,12.35
11/2/14 8:45,6.58,645,8.03,-83.7,4.4,102.4,12.54
11/2/14 9:00,6.66,645,8.04,-83.9,4,104,12.71
11/2/14 9:15,6.75,645,8.05,-83.9,3.9,105.5,12.86
11/2/14 9:30,6.82,646,8.05,-84.2,3.6,106.8,13
11/2/14 9:45,6.91,646,8.06,-84.3,3.6,108.1,13.12
11/2/14 10:00,7.05,645,8.07,-84.6,3.7,109.9,13.3
11/2/14 10:15,7.22,645,8.09,-84.7,3.5,111.7,13.46
11/2/14 10:30,7.42,644,8.1,-85,3.3,113.7,13.63
11/2/14 10:45,7.64,642,8.11,-85.4,3.2,115.8,13.81
11/2/14 11:00,7.87,641,8.12,-85.8,3.2,117.6,13.94
11/2/14 11:15,8.07,640,8.13,-86.1,3.4,119.1,14.05
11/2/14 11:30,8.25,639,8.14,-86.4,3.2,120.4,14.14
11/2/14 11:45,8.42,639,8.15,-86.8,3.2,121.4,14.2
11/2/14 12:00,8.57,638,8.15,-87.2,3.4,122.3,14.26
11/2/14 12:15,8.73,637,8.16,-87.5,3.7,123.2,14.3
11/2/14 12:30,8.88,637,8.17,-87.8,4.2,123.9,14.34
11/2/14 12:45,9.03,636,8.17,-88.2,4.5,124.7,14.38
11/2/14 13:00,9.16,636,8.18,-88.6,4.3,125.2,14.4
11/2/14 13:15,9.29,635,8.18,-88.8,3.9,125.7,14.4
11/2/14 13:30,9.4,635,8.19,-89.1,3.6,125.9,14.39
11/2/14 13:45,9.47,634,8.19,-89.5,3.4,125.9,14.36
11/2/14 14:00,9.55,634,8.19,-89.7,3.4,126,14.34
11/2/14 14:15,9.64,633,8.19,-90,3.5,126,14.32
11/2/14 14:30,9.7,633,8.2,-90.2,3.6,125.9,14.28
11/2/14 14:45,9.75,633,8.2,-90.5,3.6,125.6,14.24
11/2/14 15:00,9.79,632,8.2,-90.6,4,125,14.15
11/2/14 15:15,9.79,632,8.2,-90.9,3.6,123.8,14.02
11/2/14 15:30,9.79,632,8.19,-90.9,3.7,122.3,13.85
11/2/14 15:45,9.77,632,8.19,-91.1,3.4,120.6,13.66
11/2/14 16:00,9.74,632,8.18,-91.2,3.4,118.7,13.45
11/2/14 16:15,9.71,632,8.17,-91.4,3.2,116.8,13.25
11/2/14 16:30,9.67,633,8.16,-91.4,3.4,114.9,13.04
11/2/14 16:45,9.63,633,8.15,-91.6,3.5,112.8,12.82
11/2/14 17:00,9.6,633,8.15,-91.7,3.6,111.1,12.64
11/2/14 17:15,9.57,633,8.13,-91.7,3.6,109.3,12.44
11/2/14 17:30,9.54,633,8.13,-91.9,3.6,107.6,12.25
11/2/14 17:45,9.5,634,8.12,-92,4.1,106.1,12.09
11/2/14 18:00,9.46,634,8.11,-92.2,3.9,104.6,11.93
11/2/14 18:15,9.42,634,8.1,-92.3,4.2,103.2,11.79
11/2/14 18:30,9.36,635,8.09,-92.5,4.5,101.9,11.65
11/2/14 18:45,9.31,635,8.08,-92.4,4.9,100.7,11.53
11/2/14 19:00,9.26,636,8.07,-92.4,5.1,99.6,11.42
11/2/14 19:15,9.2,636,8.06,-92.5,4.9,98.5,11.31
11/2/14 19:30,9.14,636,8.05,-92.5,4.8,97.7,11.23
11/2/14 19:45,9.09,637,8.04,-92.7,5,96.8,11.15
11/2/14 20:00,9.03,637,8.03,-92.7,5.6,96.2,11.09
11/2/14 20:15,8.98,638,8.02,-92.7,5.7,95.6,11.04
11/2/14 20:30,8.91,638,8.02,-92.8,5.2,95,10.99
11/2/14 20:45,8.84,639,8.01,-92.8,6.1,94.6,10.96
11/2/14 21:00,8.76,639,8.01,-92.9,6.3,94.2,10.93
11/2/14 21:15,8.68,639,8,-92.9,5.5,93.8,10.91
11/2/14 21:30,8.59,640,8,-92.8,5.1,93.5,10.9
11/2/14 21:45,8.51,640,7.99,-92.8,5.3,93.2,10.88
11/2/14 22:00,8.42,640,7.99,-92.8,5.1,93,10.88
11/2/14 22:15,8.35,640,7.99,-92.9,5,92.7,10.87
11/2/14 22:30,8.27,641,7.98,-93,5,92.5,10.86
11/2/14 22:45,8.2,641,7.98,-92.9,4.6,92.3,10.86
11/2/14 23:00,8.14,641,7.98,-92.8,4.7,92.2,10.86
11/2/14 23:15,8.07,641,7.97,-92.9,4.6,92,10.86
11/2/14 23:30,8.03,641,7.97,-92.8,4.5,91.9,10.86
11/2/14 23:45,7.97,641,7.97,-92.8,4.5,91.9,10.86
11/3/14 0:00,7.92,641,7.97,-92.9,4.5,91.7,10.86
11/3/14 0:15,7.86,641,7.96,-93,4.5,91.6,10.87
11/3/14 0:30,7.81,641,7.96,-93,4.8,91.6,10.87
11/3/14 0:45,7.76,641,7.96,-93,5,91.5,10.88
11/3/14 1:00,7.71,642,7.96,-93,5.5,91.5,10.89
11/3/14 1:15,7.66,642,7.96,-93,5.6,91.4,10.9
11/3/14 1:30,7.63,642,7.96,-93.1,5.8,91.4,10.9
11/3/14 1:45,7.6,642,7.96,-93.2,5.3,91.3,10.9
11/3/14 2:00,7.58,642,7.96,-93.3,5.7,91.3,10.9
11/3/14 2:15,7.57,642,7.96,-93.3,5.9,91.3,10.9
11/3/14 2:30,7.56,641,7.96,-93.4,6.6,91.2,10.9
11/3/14 2:45,7.55,642,7.95,-93.4,6.1,91.3,10.91
11/3/14 3:00,7.53,642,7.95,-93.6,6.2,91.2,10.91
11/3/14 3:15,7.51,642,7.95,-93.6,7.4,91.2,10.91
11/3/14 3:30,7.49,642,7.95,-93.8,6.8,91.2,10.91
11/3/14 3:45,7.47,642,7.95,-93.9,6.4,91.1,10.91
11/3/14 4:00,7.46,643,7.95,-93.9,6.4,91.1,10.91
11/3/14 4:15,7.47,643,7.95,-94.1,6.5,91.1,10.92
11/3/14 4:30,7.47,643,7.95,-94.2,6.5,91.2,10.92
11/3/14 4:45,7.48,643,7.95,-94.4,6.2,91.2,10.92
11/3/14 5:00,7.47,643,7.95,-94.5,6.7,91.2,10.92
11/3/14 5:15,7.47,643,7.95,-94.6,7.2,91.1,10.91
11/3/14 5:30,7.47,643,7.94,-94.8,6,91.1,10.91
11/3/14 5:45,7.46,643,7.94,-94.8,6.1,91.1,10.92
11/3/14 6:00,7.45,643,7.94,-95,6.1,91.1,10.91
11/3/14 6:15,7.44,644,7.94,-95,5.9,91.1,10.91
11/3/14 6:30,7.44,644,7.94,-95.1,5.7,91.1,10.92
11/3/14 6:45,7.45,645,7.94,-95.1,6.1,91.4,10.94
11/3/14 7:00,7.46,646,7.94,-95.3,5.7,91.8,11
11/3/14 7:15,7.48,646,7.95,-95.5,5.7,92.5,11.07
11/3/14 7:30,7.5,645,7.95,-95.5,5.3,93.5,11.18
11/3/14 7:45,7.52,645,7.96,-95.5,4.8,94.6,11.31
11/3/14 8:00,7.55,644,7.97,-95.8,4.5,95.8,11.45
11/3/14 8:15,7.58,644,7.98,-95.9,4.2,97.2,11.6
11/3/14 8:30,7.63,643,7.99,-96.2,4.2,98.7,11.77
11/3/14 8:45,7.69,643,8,-96.2,4,100.3,11.95
11/3/14 9:00,7.8,643,8.01,-96.6,3.8,102.4,12.16
11/3/14 9:15,7.93,642,8.03,-96.9,3.8,104.7,12.4
11/3/14 9:30,8.08,642,8.05,-97.2,3.7,107,12.63
11/3/14 9:45,8.24,641,8.06,-97.5,3.6,109.3,12.85
11/3/14 10:00,8.42,641,8.07,-98,3.4,111.6,13.05
11/3/14 10:15,8.6,640,8.09,-98.4,3.4,113.6,13.24
11/3/14 10:30,8.8,640,8.1,-98.7,3.4,115.5,13.4
11/3/14 10:45,8.97,639,8.11,-99.2,3.4,117.3,13.54
