Date Time,Temp,SpCond,pH,Orp,Turbid+,ODOsat,ODO
M/D/Y HH:MM:SS,C,uS,,mV,NTU,%,mg/L
10/30/14 10:45,10.22,640,7.9,-56.6,3.4,115.1,12.9
10/30/14 11:00,10.36,640,7.99,-55.7,3.2,116.6,13.03
10/30/14 11:15,10.44,640,8.03,-54.6,3,117.2,13.07
10/30/14 11:30,10.56,639,8.06,-54.4,2.8,118.2,13.15
10/30/14 11:45,10.7,638,8.07,-54.2,3.1,119.3,13.23
10/30/14 12:00,10.85,637,8.09,-54.3,3,120.3,13.29
10/30/14 12:15,11.01,637,8.1,-54.3,2.9,121.5,13.37
10/30/14 12:30,11.12,636,8.11,-54.3,3.1,122.1,13.4
10/30/14 12:45,11.19,635,8.11,-54.2,2.8,122.2,13.39
10/30/14 13:00,11.23,636,8.11,-54.2,2.9,121.8,13.33
10/30/14 13:15,11.25,636,8.11,-54,2.8,120.9,13.23
10/30/14 13:30,11.27,637,8.11,-54.3,2.9,119.6,13.08
10/30/14 13:45,11.29,637,8.11,-54.4,2.9,118.7,12.97
10/30/14 14:00,11.32,638,8.11,-54.6,2.9,118,12.89
10/30/14 14:15,11.36,637,8.11,-54.7,2.9,117.6,12.83
10/30/14 14:30,11.39,637,8.11,-54.7,2.9,116.9,12.76
10/30/14 14:45,11.41,636,8.11,-54.7,2.9,115.7,12.62
10/30/14 15:00,11.41,636,8.11,-54.7,2.9,114.4,12.47
10/30/14 15:15,11.4,636,8.1,-54.8,2.9,112.6,12.27
10/30/14 15:30,11.39,636,8.09,-54.8,2.9,110.9,12.09
10/30/14 15:45,11.38,636,8.08,-54.9,2.9,109.2,11.92
10/30/14 16:00,11.37,636,8.07,-54.8,2.8,107.8,11.76
10/30/14 16:15,11.37,637,8.07,-54.9,2.8,106.6,11.63
10/30/14 16:30,11.36,637,8.06,-55,2.8,105.2,11.49
10/30/14 16:45,11.35,637,8.05,-55.1,2.8,103.9,11.34
10/30/14 17:00,11.34,637,8.05,-55.1,2.9,102.6,11.21
10/30/14 17:15,11.33,637,8.04,-55.3,3.4,101.3,11.06
10/30/14 17:30,11.32,637,8.03,-55.2,3.2,100.1,10.94
10/30/14 17:45,11.3,638,8.02,-55.4,3.2,99,10.82
10/30/14 18:00,11.28,639,8.01,-55.5,3.6,98,10.72
10/30/14 18:15,11.26,639,8,-55.7,3.7,97.1,10.63
10/30/14 18:30,11.23,640,7.99,-55.8,3.9,96.4,10.55
10/30/14 18:45,11.2,640,7.99,-55.9,4.1,95.6,10.47
10/30/14 19:00,11.17,640,7.98,-55.9,4.2,95,10.41
10/30/14 19:15,11.12,640,7.97,-56,4.3,94.4,10.36
10/30/14 19:30,11.07,640,7.97,-56,4.4,93.8,10.31
10/30/14 19:45,11.02,640,7.96,-56.2,4.8,93.4,10.27
10/30/14 20:00,10.96,640,7.96,-56.2,5.4,92.9,10.24
10/30/14 20:15,10.9,640,7.95,-56.3,6.5,92.5,10.21
10/30/14 20:30,10.84,640,7.95,-56.5,5.8,92.2,10.18
10/30/14 20:45,10.78,640,7.95,-56.6,6.2,91.9,10.17
10/30/14 21:00,10.72,640,7.94,-56.8,6.9,91.7,10.15
10/30/14 21:15,10.68,640,7.94,-56.9,6.6,91.5,10.14
10/30/14 21:30,10.64,640,7.94,-57,6.1,91.3,10.14
10/30/14 21:45,10.6,640,7.94,-57,6.1,91.2,10.13
10/30/14 22:00,10.57,640,7.94,-57.2,5.8,91,10.12
10/30/14 22:15,10.54,640,7.93,-57.3,5.6,90.9,10.11
10/30/14 22:30,10.52,641,7.93,-57.4,5.4,90.8,10.11
10/30/14 22:45,10.49,640,7.93,-57.7,5.3,90.8,10.11
10/30/14 23:00,10.46,641,7.93,-57.7,5.4,90.7,10.11
10/30/14 23:15,10.44,641,7.93,-57.9,5.4,90.6,10.11
10/30/14 23:30,10.41,641,7.93,-58,5.9,90.5,10.1
10/30/14 23:45,10.4,641,7.93,-58.3,6.4,90.5,10.1
10/31/14 0:00,10.39,641,7.93,-58.4,6.1,90.5,10.1
10/31/14 0:15,10.39,641,7.93,-58.4,5.9,90.4,10.1
10/31/14 0:30,10.39,641,7.93,-58.6,5.6,90.4,10.09
10/31/14 0:45,10.39,641,7.93,-58.7,5.7,90.4,10.09
10/31/14 1:00,10.38,642,7.93,-59,6,90.3,10.09
10/31/14 1:15,10.38,642,7.93,-59,5.9,90.3,10.09
10/31/14 1:30,10.37,642,7.93,-59.3,6.1,90.3,10.08
10/31/14 1:45,10.36,642,7.93,-59.4,6.1,90.3,10.08
10/31/14 2:00,10.37,642,7.93,-59.5,6.1,90.3,10.08
10/31/14 2:15,10.36,642,7.93,-60.2,5.9,90.2,10.08
10/31/14 2:30,10.36,642,7.93,-64.3,7.2,90.2,10.08
10/31/14 2:45,10.35,643,7.93,-66,7,90.2,10.08
10/31/14 3:00,10.34,643,7.93,-67,6.8,90.2,10.08
10/31/14 3:15,10.33,643,7.93,-67.8,8.3,90.1,10.07
10/31/14 3:30,10.31,643,7.93,-68.5,7.1,90.1,10.08
10/31/14 3:45,10.3,643,7.93,-69.1,6.4,90.1,10.08
10/31/14 4:00,10.26,643,7.93,-69.5,6.3,90.1,10.09
10/31/14 4:15,10.2,643,7.93,-69.8,6.2,90,10.09
10/31/14 4:30,10.16,643,7.93,-70.1,7,90,10.1
10/31/14 4:45,10.12,643,7.94,-70.6,6.7,90,10.11
10/31/14 5:00,10.08,644,7.94,-70.9,6.9,90,10.11
10/31/14 5:15,10.05,644,7.94,-71.1,6.7,90,10.13
10/31/14 5:30,9.99,644,7.94,-71.3,7,90,10.14
10/31/14 5:45,9.9,644,7.94,-71.4,7.5,89.9,10.16
10/31/14 6:00,9.79,645,7.94,-71.5,7.2,90,10.18
10/31/14 6:15,9.67,646,7.95,-71.7,6.7,90,10.22
10/31/14 6:30,9.56,646,7.95,-71.8,7.5,90.1,10.26
10/31/14 6:45,9.45,647,7.95,-71.8,7.2,90.3,10.31
10/31/14 7:00,9.36,646,7.96,-72,7,90.7,10.38
10/31/14 7:15,9.28,645,7.96,-72.1,6.6,91.2,10.46
10/31/14 7:30,9.2,645,7.97,-72.3,5.7,92.1,10.58
10/31/14 7:45,9.11,645,7.98,-72.4,5.5,93.1,10.71
10/31/14 8:00,9.02,644,7.99,-72.4,5.1,94.2,10.86
10/31/14 8:15,8.93,644,8.01,-72.3,5.2,95.9,11.08
10/31/14 8:30,8.85,644,8.02,-72.5,5,97.3,11.26
10/31/14 8:45,8.78,643,8.03,-72.6,5,98.7,11.45
10/31/14 9:00,8.76,643,8.05,-72.7,4.8,100.7,11.68
10/31/14 9:15,8.73,642,8.06,-72.8,4.5,102.4,11.89
10/31/14 9:30,8.75,642,8.08,-72.9,4.3,104.5,12.13
10/31/14 9:45,8.77,641,8.09,-73.2,4.2,106.3,12.34
10/31/14 10:00,8.79,641,8.11,-73.3,4,108.1,12.53
10/31/14 10:15,8.85,640,8.12,-73.5,4.2,110,12.74
10/31/14 10:30,8.87,640,8.14,-73.8,3.9,111.4,12.89
