Date Time,Temp,SpCond,pH,Orp,Turbid+,ODOsat,ODO
M/D/Y HH:MM:SS,C,uS,,mV,NTU,%,mg/L
10/6/14 6:15,13.33,630,8.46,-8.5,15,89.2,9.32
10/6/14 6:30,13.33,630,7.87,-1.7,14.8,89.4,9.33
10/6/14 6:45,13.35,630,8.55,-9.4,14.1,89.6,9.35
10/6/14 7:00,13.37,630,8.41,-8.5,13.9,89.5,9.33
10/6/14 7:15,13.38,631,8.23,-4.6,13.5,90.2,9.41
10/6/14 7:30,13.4,631,8.5,-7.6,13.1,90.4,9.42
10/6/14 7:45,13.44,631,8.3,-13.5,12.5,91.3,9.5
10/6/14 8:00,13.48,630,8.27,-2.3,12.1,91.9,9.57
10/6/14 8:15,13.54,631,8.43,-14.3,12.2,92.5,9.62
10/6/14 8:30,13.61,632,8.45,-10,11.7,93.1,9.66
10/6/14 8:45,13.72,632,8.4,-13.5,11.5,94.1,9.74
10/6/14 9:00,13.79,632,8.51,-5.7,11.4,94.8,9.8
10/6/14 9:15,13.88,632,8.62,-11.2,11.1,95.4,9.84
10/6/14 9:30,13.98,633,8.52,-5.1,10.9,96.1,9.89
10/6/14 9:45,14.09,633,8.51,-11.8,10.8,96.9,9.95
10/6/14 10:00,14.2,633,8.62,-4.6,10.8,97.5,9.99
10/6/14 10:15,14.3,633,8.58,-10.2,10.6,98,10.02
10/6/14 10:30,14.4,634,8.61,-4.2,10.6,98.6,10.05
10/6/14 10:45,14.48,633,8.52,-15.1,10.2,98.9,10.07
10/6/14 11:00,14.59,634,8.6,-15.4,10.1,99.3,10.08
10/6/14 11:15,14.74,634,8.77,-13.8,10,99.8,10.1
10/6/14 11:30,14.91,634,8.35,-7.7,9.9,100.5,10.13
10/6/14 11:45,15.01,635,7.63,-3.8,9.8,100.9,10.15
10/6/14 12:00,15.12,636,8.23,0.6,10.1,101.3,10.17
10/6/14 12:15,15.24,636,8.2,-7,9.8,101.8,10.19
10/6/14 12:30,15.36,635,8.05,1,10,102.1,10.19
10/6/14 12:45,15.46,636,8.24,-10.3,9.7,102.2,10.18
10/6/14 13:00,15.48,636,8.26,-12.1,10,101.6,10.12
10/6/14 13:15,15.53,636,8.13,-4.2,10.2,101.6,10.11
10/6/14 13:30,15.6,637,9.01,-7.2,10,100.7,10
10/6/14 13:45,15.65,637,8.09,-3.2,9.7,101.6,10.09
10/6/14 14:00,15.71,637,9.33,-7.6,9.9,100.3,9.94
10/6/14 14:15,15.76,637,9.33,-8.3,9.9,101.4,10.04
10/6/14 14:30,15.79,637,9.19,-9.8,9.8,100.9,9.98
10/6/14 14:45,15.81,637,8.86,-3.5,9.7,101.2,10.01
10/6/14 15:00,15.81,637,9.09,-2.7,9.8,99.9,9.88
10/6/14 15:15,15.79,638,9.15,-3.2,10.1,100.5,9.95
10/6/14 15:30,15.76,638,8.9,-3.8,9.8,100.1,9.91
10/6/14 15:45,15.73,637,8.4,3.7,9.7,99.6,9.87
10/6/14 16:00,15.69,637,8.66,0.5,9.7,99.2,9.84
10/6/14 16:15,15.65,638,8.89,-7.9,9.5,98.6,9.79
10/6/14 16:30,15.61,638,8.97,-1.4,9.6,98,9.74
10/6/14 16:45,15.56,639,8.82,-4.1,9.8,97.4,9.69
10/6/14 17:00,15.5,639,8.78,3.5,9.8,96.6,9.62
10/6/14 17:15,15.46,639,8.66,-2.9,10.2,95.9,9.56
10/6/14 17:30,15.41,639,8.53,4.3,10.3,95.2,9.5
10/6/14 17:45,15.36,639,8.61,-4.8,10.5,94.5,9.44
10/6/14 18:00,15.3,638,8.54,4.5,10.9,94,9.4
10/6/14 18:15,15.25,639,8.56,-1.8,10.4,93.3,9.34
10/6/14 18:30,15.18,639,8.63,4.2,11.1,92.8,9.31
10/6/14 18:45,15.11,639,8.66,-2.3,12,92.4,9.28
10/6/14 19:00,15.05,639,8.74,3.6,12.1,91.9,9.24
10/6/14 19:15,14.99,639,8.77,-0.1,12.2,91.8,9.24
10/6/14 19:30,14.93,639,8.64,5,12,91.4,9.21
10/6/14 19:45,14.87,639,7.29,5.2,12.3,91,9.19
10/6/14 20:00,14.81,639,8.48,4,12.2,90.8,9.17
10/6/14 20:15,14.74,639,7.57,4.8,12,90.7,9.18
10/6/14 20:30,14.68,639,6.9,17.5,12.3,90.5,9.17
10/6/14 20:45,14.62,639,6.84,8.7,12.6,90.2,9.16
10/6/14 21:00,14.58,639,6.64,15.5,12.9,90.2,9.16
10/6/14 21:15,14.53,640,6.83,6,12.6,90.2,9.17
10/6/14 21:30,14.49,640,6.98,10.4,12.6,90.1,9.17
10/6/14 21:45,14.44,640,8.21,-3.8,12.8,90.1,9.18
10/6/14 22:00,14.39,640,7.52,7.8,13,90.1,9.19
10/6/14 22:15,14.34,640,6.55,6.9,13.1,90,9.19
10/6/14 22:30,14.29,640,7.19,9.8,13.1,90,9.2
10/6/14 22:45,14.24,640,8.04,-2.7,13.3,90,9.21
10/6/14 23:00,14.19,640,8.21,5.1,13,90,9.22
10/6/14 23:15,14.16,640,7.37,1.5,13.4,90,9.23
10/6/14 23:30,14.13,640,8.14,3.2,13,90.1,9.24
10/6/14 23:45,14.1,641,8.06,-5.7,13,90,9.24
10/7/14 0:00,14.07,641,8.11,2.3,13.6,90.1,9.25
10/7/14 0:15,14.04,641,8.24,-7.6,13.3,90.1,9.26
10/7/14 0:30,14.03,640,8.13,0.9,13.7,90.1,9.26
10/7/14 0:45,14.01,640,8.06,-5.4,13.7,90.2,9.28
10/7/14 1:00,13.98,640,8.33,-1.9,14.5,90.2,9.28
10/7/14 1:15,13.96,640,8.25,-12.3,13.7,90.3,9.3
10/7/14 1:30,13.95,639,8.08,-0.8,13.4,90.3,9.3
10/7/14 1:45,13.93,640,8.08,-9.1,12.9,90.4,9.31
10/7/14 2:00,13.92,641,8.27,-0.2,12.8,90.3,9.3
10/7/14 2:15,13.9,641,8.32,-9.6,13.2,90.3,9.31
10/7/14 2:30,13.9,641,8.44,-0.7,12.8,90.2,9.3
10/7/14 2:45,13.9,641,8.32,-10.8,12.8,90.1,9.29
10/7/14 3:00,13.89,641,8.41,-1.2,12.8,90.2,9.3
10/7/14 3:15,13.89,641,8.4,-9.7,13,90.2,9.3
10/7/14 3:30,13.88,641,8.21,-4.9,12.7,90.2,9.3
10/7/14 3:45,13.86,641,8.49,-15,13.7,90.2,9.31
10/7/14 4:00,13.85,642,8.35,-20.6,13.1,90.1,9.3
10/7/14 4:15,13.84,643,8.37,-7.8,13.1,90.3,9.32
10/7/14 4:30,13.83,644,8.38,-20.6,12.9,90.1,9.3
10/7/14 4:45,13.82,644,8.04,-19.3,13,90,9.3
10/7/14 5:00,13.81,643,8.39,-18.9,12.8,90.3,9.33
10/7/14 5:15,13.81,643,8.16,-19.7,13.6,90.1,9.31
10/7/14 5:30,13.81,643,8.21,-20.9,13.3,90.1,9.31
10/7/14 5:45,13.81,644,7.82,-17.6,13.3,90.2,9.32
10/7/14 6:00,13.81,644,7.16,-13.7,13.6,90.2,9.31
10/7/14 6:15,13.81,643,8.39,-20,13.3,90.4,9.33
10/7/14 6:30,13.81,643,8.58,-20,13.1,90.3,9.33
10/7/14 6:45,13.81,643,8.42,-20.7,12.3,90.5,9.34
10/7/14 7:00,13.82,643,8.54,-16.3,11.5,90.3,9.33
10/7/14 7:15,13.83,643,7.36,-14.8,10.9,91.1,9.41
10/7/14 7:30,13.85,643,6.53,-5.2,10.3,91.1,9.4
10/7/14 7:45,13.87,642,6.61,-3.8,10.3,92,9.49
10/7/14 8:00,13.88,643,6.59,3.8,10,91.7,9.45
10/7/14 8:15,13.93,643,6.42,-4,9.7,93,9.58
10/7/14 8:30,14.01,643,6.28,5.1,9.5,92.9,9.56
10/7/14 8:45,14.08,643,6.34,-2,9.2,94.7,9.72
10/7/14 9:00,14.21,644,6.38,5.2,9.1,95.1,9.73
10/7/14 9:15,14.27,643,6.42,-2.3,9.2,96.4,9.86
10/7/14 9:30,14.31,644,6.47,3.9,8.6,96,9.81
10/7/14 9:45,14.33,644,6.49,-4.1,8.5,96.7,9.87
10/7/14 10:00,14.36,644,6.46,4.8,8.6,96.3,9.83
10/7/14 10:15,14.43,644,6.4,-1.5,8.2,97.6,9.95
10/7/14 10:30,14.53,645,6.43,7.5,8.4,97.7,9.94
10/7/14 10:45,14.64,644,6.45,2.3,8,99.5,10.09
10/7/14 11:00,14.69,644,6.52,8.9,8,98.8,10.01
10/7/14 11:15,14.72,644,6.87,1.7,7.9,99.9,10.11
10/7/14 11:30,14.83,645,6.73,8.2,7.8,100,10.11
10/7/14 11:45,15,645,6.55,1.8,7.8,102,10.26
10/7/14 12:00,15.16,646,6.69,7.6,7.8,102,10.23
10/7/14 12:15,15.3,646,7.19,-2.3,7.8,103.5,10.35
10/7/14 12:30,15.42,647,6.88,9,7.6,103.3,10.3
10/7/14 12:45,15.55,647,7.25,0.8,7.6,104.7,10.41
10/7/14 13:00,15.69,647,7.24,9,8.1,104.5,10.37
10/7/14 13:15,15.77,647,6.86,6.1,8.1,105.4,10.44
10/7/14 13:30,15.87,647,6.6,13.1,8.1,105.1,10.38
10/7/14 13:45,16,646,6.64,7.1,8.1,106.3,10.48
10/7/14 14:00,16.13,647,6.8,13.7,7.9,106.1,10.43
10/7/14 14:15,16.25,647,6.9,7.1,8.1,106.9,10.47
10/7/14 14:30,16.26,647,6.87,15.4,8,105.9,10.38
10/7/14 14:45,16.25,647,6.82,9.6,8,105.2,10.31
10/7/14 15:00,16.24,647,6.75,15.8,7.8,104.4,10.23
10/7/14 15:15,16.23,648,6.77,9.1,7.9,103.6,10.16
10/7/14 15:30,16.21,648,6.63,18.1,7.8,103,10.1
10/7/14 15:45,16.2,648,6.72,10.1,7.9,102.5,10.05
10/7/14 16:00,16.18,648,6.73,17.6,8.1,101.9,10.01
10/7/14 16:15,16.16,647,6.72,9.8,7.8,101.5,9.97
10/7/14 16:30,16.14,647,6.76,18.8,7.6,100.8,9.9
10/7/14 16:45,16.12,647,6.65,11,7.8,100.2,9.85
10/7/14 17:00,16.1,647,6.66,19,7.9,99.3,9.77
10/7/14 17:15,16.06,648,6.72,12.1,8.1,98.4,9.69
10/7/14 17:30,16.01,647,6.67,12.7,8.1,97.4,9.6
10/7/14 17:45,15.95,647,6.69,11.7,8.7,96.6,9.53
10/7/14 18:00,15.88,647,6.74,18.6,8.9,96.1,9.49
10/7/14 18:15,15.81,647,6.68,20.2,8.7,95.2,9.42
10/7/14 18:30,15.73,647,6.71,19.3,8.5,94.9,9.4
10/7/14 18:45,15.65,647,6.95,19.8,8.9,94,9.33
10/7/14 19:00,15.58,647,7,19.2,8.9,93.9,9.33
10/7/14 19:15,15.52,647,6.98,20.8,9.7,93.1,9.27
10/7/14 19:30,15.45,647,6.89,20,9.7,93,9.27
10/7/14 19:45,15.38,647,6.91,16.5,10.2,92.7,9.25
10/7/14 20:00,15.32,647,6.85,17.3,10,92,9.2
10/7/14 20:15,15.25,647,6.95,17,10,91.8,9.19
10/7/14 20:30,15.19,646,6.86,15.5,10.4,91.6,9.18
10/7/14 20:45,15.13,647,6.81,20,10.3,91.3,9.16
10/7/14 21:00,15.07,647,6.93,15.6,10.5,91.1,9.16
10/7/14 21:15,15.02,646,6.75,17.5,10.2,90.8,9.14
10/7/14 21:30,14.97,647,6.86,15.7,10.3,90.9,9.15
10/7/14 21:45,14.91,646,7.23,15,10.9,90.8,9.15
10/7/14 22:00,14.86,647,7.07,15.3,10.8,91,9.18
10/7/14 22:15,14.81,647,7.53,12.2,10.5,90.6,9.16
10/7/14 22:30,14.76,647,7.43,12.5,10.4,90.9,9.19
10/7/14 22:45,14.71,647,7.55,13.5,10.6,90.7,9.19
10/7/14 23:00,14.65,647,6.93,16.2,10.2,90.8,9.2
10/7/14 23:15,14.6,647,7.17,16.6,10.4,90.6,9.2
10/7/14 23:30,14.54,646,7.08,13.5,10.6,90.8,9.23
10/7/14 23:45,14.49,647,6.68,22.2,10.9,90.7,9.23
10/8/14 0:00,14.43,647,6.81,15.9,10.7,90.9,9.26
10/8/14 0:15,14.37,647,6.75,16,10.8,90.9,9.28
10/8/14 0:30,14.31,647,6.82,15.3,10.8,91,9.29
10/8/14 0:45,14.26,648,6.59,17.6,10.5,91,9.3
10/8/14 1:00,14.21,648,6.35,17.9,10.7,91,9.32
10/8/14 1:15,14.16,647,6.63,15.3,10.4,91.4,9.37
10/8/14 1:30,14.12,647,6.59,22.3,11.4,91.1,9.34
10/8/14 1:45,14.07,648,6.47,16.5,10.1,91.4,9.39
10/8/14 2:00,14.02,648,6.43,17,10.2,91.3,9.39
10/8/14 2:15,13.97,648,6.39,18.5,10.6,91.7,9.44
10/8/14 2:30,13.92,648,6.33,17.6,10.4,91.5,9.42
10/8/14 2:45,13.88,648,6.45,15,10.6,91.7,9.45
10/8/14 3:00,13.84,648,6.48,15.3,10.8,91.1,9.4
10/8/14 3:15,13.8,648,7.42,10.6,11.3,91.6,9.46
10/8/14 3:30,13.77,647,7.09,14.3,11.4,91.5,9.46
10/8/14 3:45,13.73,648,7.4,11.7,10.9,91.9,9.51
10/8/14 4:00,13.69,648,7.54,14.5,10.9,92,9.52
10/8/14 4:15,13.65,648,7.31,12.5,11,92.1,9.54
10/8/14 4:30,13.61,648,7.5,11.4,11.3,92,9.55
10/8/14 4:45,13.57,648,7.27,16.7,11.3,92.3,9.58
10/8/14 5:00,13.54,648,6.85,15,11.2,92.3,9.59
10/8/14 5:15,13.51,648,7.11,14.3,11.2,91.6,9.53
10/8/14 5:30,13.47,647,7.02,12.9,11.4,91.8,9.56
10/8/14 5:45,13.44,648,7.14,11.4,11.3,92.3,9.61
10/8/14 6:00,13.4,649,7.06,17.6,12,92.5,9.64
10/8/14 6:15,13.38,649,6.82,12.7,11.1,92.6,9.65
10/8/14 6:30,13.35,649,6.76,17.8,10.8,92.6,9.66
10/8/14 6:45,13.34,649,7.01,13.1,10.7,93.3,9.73
10/8/14 7:00,13.33,648,7.21,13.2,10.4,92.3,9.64
10/8/14 7:15,13.33,648,7.1,11.6,10.3,93.5,9.76
10/8/14 7:30,13.35,648,7.06,9.3,9.8,94.5,9.86
10/8/14 7:45,13.38,648,7.19,11.5,9.6,95.5,9.95
10/8/14 8:00,13.43,648,7.2,12,9.2,96.5,10.05
10/8/14 8:15,13.5,648,6.58,14.5,8.7,97.6,10.15
10/8/14 8:30,13.58,648,7.39,12.1,8.5,98.7,10.24
10/8/14 8:45,13.67,650,7.34,10.7,8.3,99.7,10.33
10/8/14 9:00,13.77,651,7.08,15.7,8.3,100.9,10.44
10/8/14 9:15,13.89,653,7.3,11.5,8,102,10.52
10/8/14 9:30,14.01,653,7.61,13.2,7.8,103.3,10.62
10/8/14 9:45,14.14,653,7.64,9.8,7.9,104.3,10.69
10/8/14 10:00,14.27,652,7.57,14.3,7.6,105.5,10.78
10/8/14 10:15,14.41,652,7.52,7.7,7.3,106.3,10.84
10/8/14 10:30,14.54,651,7.37,9.5,7.3,107.3,10.9
10/8/14 10:45,14.68,650,7.34,15.3,8.3,108.1,10.96
10/8/14 11:00,14.81,650,7.15,13.5,8.4,108.9,11.01
10/8/14 11:15,14.94,649,6.91,17.6,8.3,109.6,11.05
10/8/14 11:30,15.07,650,6.92,12.3,7.9,110.3,11.08
10/8/14 11:45,15.2,650,6.76,13.1,8.1,110.9,11.11
10/8/14 12:00,15.32,650,6.68,9.9,8.1,111.4,11.13
10/8/14 12:15,15.45,650,6.58,14.2,8.3,111.6,11.12
10/8/14 12:30,15.57,650,6.29,15.6,8.3,111.7,11.11
10/8/14 12:45,15.68,650,6.84,9.5,8.1,112.6,11.17
10/8/14 13:00,15.79,650,7.51,6.2,8.3,112.8,11.16
10/8/14 13:15,15.89,650,6.92,10.6,7.9,113.1,11.17
10/8/14 13:30,15.98,651,7.08,14.1,8,112.5,11.08
10/8/14 13:45,16.06,651,7.08,15.1,8.1,113,11.12
10/8/14 14:00,16.13,650,7.06,14.3,8.1,113,11.1
10/8/14 14:15,16.19,651,7.08,14.6,8.1,112.8,11.06
10/8/14 14:30,16.24,650,7.03,16.7,7.8,112.4,11.02
10/8/14 14:45,16.28,651,7.18,18.6,7.9,112,10.97
10/8/14 15:00,16.29,651,7.11,15,8,111.5,10.91
10/8/14 15:15,16.28,651,7.36,17.6,7.9,110.7,10.84
10/8/14 15:30,16.26,651,7.66,21.5,8,110,10.78
10/8/14 15:45,16.22,651,7.73,17.9,14.6,109,10.69
10/8/14 16:00,16.17,651,6.87,25.9,30.3,108,10.61
10/8/14 16:15,16.11,651,7.54,19.2,38.8,106.9,10.51
10/8/14 16:30,16.04,651,7.52,23.4,15.6,105.8,10.42
10/8/14 16:45,15.97,651,7.52,17.6,9.8,104.7,10.32
10/8/14 17:00,15.91,650,7.39,21.8,9.7,103.7,10.24
10/8/14 17:15,15.84,651,6.96,23.3,9.1,102.5,10.13
10/8/14 17:30,15.77,651,6.91,25.6,10.3,101.6,10.06
10/8/14 17:45,15.7,651,6.79,22.6,10.6,100.6,9.97
10/8/14 18:00,15.62,651,6.93,24.5,12.1,99.6,9.89
10/8/14 18:15,15.54,651,7.1,20.9,9.6,98.9,9.83
10/8/14 18:30,15.46,651,7.13,22.4,8.7,97.9,9.76
10/8/14 18:45,15.36,651,7.6,15.6,8.9,97.2,9.71
10/8/14 19:00,15.27,651,7.27,20.4,8.7,95.4,9.55
10/8/14 19:15,15.18,651,6.86,20.6,8.8,95.5,9.58
10/8/14 19:30,15.08,651,7.01,21.5,8.9,94.2,9.46
10/8/14 19:45,15,651,7.55,21.5,9.2,94.6,9.52
10/8/14 20:00,14.91,651,7.69,26,9.1,93.3,9.41
10/8/14 20:15,14.82,651,7.78,22,9.2,94,9.5
10/8/14 20:30,14.74,650,8.09,16.1,9.4,94,9.52
10/8/14 20:45,14.66,651,8.01,17.1,9.4,92.5,9.38
10/8/14 21:00,14.59,651,6.82,18.4,9.5,93.2,9.47
10/8/14 21:15,14.53,651,6.68,18.7,9.5,92.2,9.37
10/8/14 21:30,14.49,651,7.24,14.2,9.7,92.9,9.46
10/8/14 21:45,14.45,651,6.13,21.1,10,92,9.37
10/8/14 22:00,14.41,651,6.7,14.5,10,92.7,9.45
10/8/14 22:15,14.39,651,6.57,12.8,9.8,92.9,9.48
10/8/14 22:30,14.36,651,7.18,11,10.4,92.7,9.46
10/8/14 22:45,14.33,651,6.3,20.4,10.3,92.8,9.48
10/8/14 23:00,14.3,651,6.33,15.9,10.3,92.7,9.47
10/8/14 23:15,14.29,651,5.63,22.3,11.3,92.6,9.46
10/8/14 23:30,14.27,651,6.93,11.5,9.7,92.6,9.47
10/8/14 23:45,14.26,652,5.99,21.3,9.5,92.6,9.48
10/9/14 0:00,14.24,652,6.32,17.2,9.5,92.6,9.48
10/9/14 0:15,14.23,651,5.94,21.8,9.7,92.7,9.49
10/9/14 0:30,14.22,651,5.89,16.8,9.5,92.6,9.48
10/9/14 0:45,14.21,651,7.11,16.2,10.1,92.7,9.5
10/9/14 1:00,14.2,651,5.9,17.7,9.8,92.6,9.48
10/9/14 1:15,14.19,651,5.91,21.5,10,92.6,9.49
10/9/14 1:30,14.18,652,6.6,11.8,9.8,92.7,9.49
10/9/14 1:45,14.16,650,5.88,17.1,9.8,92.7,9.5
10/9/14 2:00,14.14,649,5.8,10.9,10,92.6,9.5
10/9/14 2:15,14.13,648,6.19,17.2,10.3,92.7,9.5
10/9/14 2:30,14.12,648,5.97,13,10.6,92.5,9.49
10/9/14 2:45,14.11,647,5.98,18.6,10.3,92.4,9.48
10/9/14 3:00,14.1,649,5.75,16.7,10.3,92.4,9.48
10/9/14 3:15,14.09,649,7.18,13.5,10.5,92.2,9.47
10/9/14 3:30,14.08,649,6.52,11.6,10.8,92,9.45
10/9/14 3:45,14.06,649,6.03,19.5,10.6,92.1,9.46
10/9/14 4:00,14.05,649,6.16,17.8,10.2,92.1,9.46
10/9/14 4:15,14.04,649,5.85,20.8,10.6,92.1,9.46
10/9/14 4:30,14.03,649,6.12,17.2,11,92.2,9.47
10/9/14 4:45,14.02,649,7.77,14.7,10.7,92.2,9.48
10/9/14 5:00,14.01,650,7.71,11.2,10.9,92.2,9.48
10/9/14 5:15,14.01,650,6.58,19.8,10.6,92.2,9.49
10/9/14 5:30,14,650,6.8,16.2,11,92.2,9.49
10/9/14 5:45,14,650,7.42,17.6,10.8,92.3,9.49
10/9/14 6:00,13.99,650,6.12,19.8,10.2,92.3,9.5
10/9/14 6:15,13.98,650,6.69,17.5,10.3,92.3,9.5
10/9/14 6:30,13.96,650,6.19,19.7,10.1,92.4,9.51
10/9/14 6:45,13.95,649,7.34,16.9,9.7,92.4,9.52
10/9/14 7:00,13.94,649,7.76,13.4,9.8,92.6,9.54
10/9/14 7:15,13.93,648,7.03,17.8,9.5,92.6,9.54
10/9/14 7:30,13.92,648,6.89,16.3,8.9,92.9,9.58
10/9/14 7:45,13.92,647,7.53,15.6,8.7,92.8,9.56
10/9/14 8:00,13.92,647,6.16,21.1,8.3,93.3,9.62
10/9/14 8:15,13.92,647,6.02,20.9,8.3,93.2,9.6
10/9/14 8:30,13.93,646,6.95,13.3,8.1,94,9.68
10/9/14 8:45,13.96,646,7,16.1,7.9,94.2,9.7
10/9/14 9:00,14,647,6.45,16.3,7.8,95.8,9.85
10/9/14 9:15,14.03,646,6.76,18.9,7.8,96.1,9.88
10/9/14 9:30,14.06,647,7.17,15,7.8,97.6,10.02
10/9/14 9:45,14.12,647,6.46,20,7.4,98.2,10.08
10/9/14 10:00,14.19,646,6.04,19.5,7.3,100.6,10.3
10/9/14 10:15,14.26,647,5.41,24,7.3,102.1,10.45
10/9/14 10:30,14.34,647,5.4,23.8,7.5,103.6,10.58
10/9/14 10:45,14.4,647,5.4,22.4,7.2,104.8,10.68
10/9/14 11:00,14.47,647,5.31,25.3,7.2,105.9,10.78
10/9/14 11:15,14.53,647,5.56,21.4,7,106.9,10.87
10/9/14 11:30,14.59,647,5.5,22.5,6.8,107.8,10.95
10/9/14 11:45,14.65,647,5.59,25.5,6.9,108.8,11.04
10/9/14 12:00,14.72,647,5.67,20.9,6.8,109.8,11.12
10/9/14 12:15,14.79,647,5.64,24.4,7.1,110.6,11.18
10/9/14 12:30,14.85,647,5.7,20.3,6.8,111.5,11.26
10/9/14 12:45,14.93,648,6.82,19.5,6.8,112.3,11.32
10/9/14 13:00,15.03,648,7.28,13.9,7,112.8,11.34
10/9/14 13:15,15.14,648,6.44,18.2,7.2,113.5,11.39
10/9/14 13:30,15.23,647,6.82,20,7,114.2,11.44
10/9/14 13:45,15.36,648,6.34,21,7.6,115.3,11.51
10/9/14 14:00,15.41,648,5.86,25.5,7.1,115.5,11.52
10/9/14 14:15,15.47,648,5.73,25.3,7,115.7,11.52
10/9/14 14:30,15.51,646,5.72,27,7,115.5,11.5
10/9/14 14:45,15.53,648,5.65,25.9,7,115,11.44
10/9/14 15:00,15.55,648,6.4,25.4,7.1,114.5,11.39
10/9/14 15:15,15.56,649,6.1,25.3,7.4,113.6,11.3
10/9/14 15:30,15.54,649,5.86,27.9,7.5,112.3,11.17
10/9/14 15:45,15.53,649,5.87,24.4,7.3,110.9,11.04
10/9/14 16:00,15.52,647,5.99,23.4,7.1,109.7,10.92
10/9/14 16:15,15.5,648,5.96,28.5,7,108.5,10.8
10/9/14 16:30,15.49,648,6.06,26.4,6.9,107.4,10.7
10/9/14 16:45,15.47,648,6.75,19.3,7,106.2,10.58
10/9/14 17:00,15.45,648,6.28,25.8,7,105,10.47
10/9/14 17:15,15.41,648,6.3,21.7,7.1,103.9,10.36
10/9/14 17:30,15.38,648,6.27,24.5,7.6,102.6,10.25
10/9/14 17:45,15.34,649,6.95,20.9,8.2,101.6,10.15
10/9/14 18:00,15.31,649,6.65,24.6,7.8,100.5,10.05
10/9/14 18:15,15.28,649,6.28,24.4,7.5,99.7,9.98
10/9/14 18:30,15.24,649,7.43,21.3,7.9,98.7,9.89
10/9/14 18:45,15.2,648,7.04,22.1,8.4,97.9,9.82
10/9/14 19:00,15.15,648,7.11,22.9,8.4,97.1,9.74
10/9/14 19:15,15.1,649,6.81,22.8,8.4,96.8,9.72
10/9/14 19:30,15.06,649,6.17,21.2,8.3,96,9.65
10/9/14 19:45,15.01,648,6.38,30.1,8.3,95.6,9.62
10/9/14 20:00,14.97,649,7.2,21.4,8.4,95.1,9.58
10/9/14 20:15,14.94,648,7.02,24,8.4,94.7,9.55
10/9/14 20:30,14.9,648,6.89,23,8.6,94.4,9.52
10/9/14 20:45,14.87,649,8.11,14.8,8.9,94,9.49
10/9/14 21:00,14.84,649,7.48,19.6,8.8,93.8,9.47
10/9/14 21:15,14.82,649,8.17,19.2,9.3,93.6,9.46
10/9/14 21:30,14.79,648,7.11,20.7,9.2,93.4,9.44
10/9/14 21:45,14.76,650,6.45,27,9.4,93.3,9.44
10/9/14 22:00,14.74,650,6.73,20.5,9.2,93.2,9.43
10/9/14 22:15,14.71,650,6.46,23.9,8.9,93,9.42
10/9/14 22:30,14.68,650,6.05,24,8.9,92.9,9.42
10/9/14 22:45,14.67,650,7.43,16.1,8.8,92.8,9.41
10/9/14 23:00,14.64,651,6.93,19.7,9,92.8,9.41
10/9/14 23:15,14.6,651,7.24,21.1,9,92.6,9.41
10/9/14 23:30,14.56,651,6.96,21.1,8.9,92.5,9.4
10/9/14 23:45,14.52,651,7.39,19.1,8.9,92.5,9.4
10/10/14 0:00,14.49,651,6.76,22.3,8.9,92.5,9.42
10/10/14 0:15,14.45,652,6.33,20.6,8.9,92.5,9.42
10/10/14 0:30,14.4,652,5.81,24.1,10.1,92.4,9.42
10/10/14 0:45,14.36,652,7.43,18.9,9.3,92.3,9.42
10/10/14 1:00,14.31,652,6.64,19.3,9.7,92.4,9.44
10/10/14 1:15,14.27,652,5.98,25.1,8.9,92.3,9.44
10/10/14 1:30,14.23,652,5.74,21.1,9.1,92.3,9.45
10/10/14 1:45,14.18,653,5.98,20.2,9,92.3,9.45
10/10/14 2:00,14.13,653,5.9,20,8.9,92.2,9.46
10/10/14 2:15,14.09,653,5.99,21.1,9.6,92.4,9.48
10/10/14 2:30,14.06,652,5.84,24.1,9.4,92.9,9.54
10/10/14 2:45,14.03,653,5.7,21.7,9.7,92,9.46
10/10/14 3:00,14,653,6.05,21.2,11.2,92.9,9.55
10/10/14 3:15,13.96,653,6.3,19.8,9.5,92.1,9.48
10/10/14 3:30,13.92,653,6.55,20.3,9.3,92.9,9.57
10/10/14 3:45,13.89,653,6.19,21.6,9.7,92.3,9.51
10/10/14 4:00,13.86,653,6.3,20.9,9.9,92.6,9.56
10/10/14 4:15,13.82,653,6.41,18.6,9.1,92.7,9.57
10/10/14 4:30,13.79,652,6.78,18.7,9.3,92.6,9.57
10/10/14 4:45,13.76,652,6.05,20.1,9.4,92.7,9.59
10/10/14 5:00,13.73,653,5.98,22,9.4,92.8,9.6
10/10/14 5:15,13.7,654,6.95,11,9.8,92.8,9.61
10/10/14 5:30,13.67,654,5.66,29.1,9.3,92.9,9.62
10/10/14 5:45,13.64,654,5.81,23.4,9.9,93,9.65
10/10/14 6:00,13.61,653,6.69,24,11.5,93,9.65
10/10/14 6:15,13.59,653,6.01,22.3,22.7,93.1,9.66
10/10/14 6:30,13.56,654,5.81,26.6,10.7,93.2,9.68
10/10/14 6:45,13.54,655,6.86,19.3,8.8,93,9.66
10/10/14 7:00,13.53,654,6.31,22.9,8.9,93.6,9.73
10/10/14 7:15,13.51,654,5.96,24.8,8.6,94.3,9.81
10/10/14 7:30,13.5,654,5.68,26.6,8.3,95.2,9.9
10/10/14 7:45,13.5,653,6.75,21.7,9.1,96.3,10.01
10/10/14 8:00,13.51,653,5.74,28.7,7.7,97.3,10.12
